parts_line_id,service_job_id,part_id,quantity,sale_date,dealer_id,region_id,revenue_inr,cost_inr,is_emergency_order
PL00011102,SJ0005163,P0135,1,2024-09-22,D028,R03,950.95,656.0,0
PL00011103,SJ0005164,P0126,1,2024-09-22,D014,R02,650.15,484.07,0
PL00011104,SJ0005164,P0023,2,2024-09-22,D014,R02,5187.96,3538.14,0
PL00011105,SJ0005165,P0026,2,2024-09-22,D023,R02,4071.42,2833.9,0
PL00011106,SJ0005165,P0100,1,2024-09-22,D023,R02,1431.0,900.65,0
PL00011107,SJ0005166,P0087,3,2024-09-22,D005,R01,9749.73,6214.35,0
PL00011108,SJ0005166,P0059,1,2024-09-22,D005,R01,775.36,498.69,0
PL00011109,SJ0005167,P0083,1,2024-09-23,D039,R04,2936.63,2287.93,0
PL00011110,SJ0005167,P0125,1,2024-09-23,D039,R04,1108.48,720.58,0
PL00011111,SJ0005168,P0162,1,2024-09-23,D029,R04,1066.04,776.16,0
PL00011112,SJ0005168,P0074,1,2024-09-23,D029,R04,49375.39,32571.83,0
PL00011113,SJ0005168,P0012,1,2024-09-23,D029,R04,59155.18,35800.83,0
PL00011114,SJ0005168,P0181,2,2024-09-23,D029,R04,7233.54,4749.74,0
PL00011115,SJ0005169,P0166,1,2024-09-23,D005,R01,3897.82,2442.57,0
PL00011116,SJ0005169,P0116,1,2024-09-23,D005,R01,4171.65,2499.21,0
PL00011117,SJ0005170,P0156,1,2024-09-23,D005,R01,2115.96,1636.39,0
PL00011118,SJ0005171,P0087,2,2024-09-23,D035,R06,6499.82,4142.9,0
PL00011119,SJ0005171,P0059,1,2024-09-23,D035,R06,775.36,498.69,0
PL00011120,SJ0005172,P0031,1,2024-09-23,D025,R03,38647.54,23035.03,0
PL00011121,SJ0005172,P0018,1,2024-09-23,D025,R03,1216.32,744.02,0
PL00011122,SJ0005173,P0107,2,2024-09-23,D034,R06,5149.34,3899.98,0
PL00011123,SJ0005173,P0168,3,2024-09-23,D034,R06,15147.66,9507.33,0
PL00011124,SJ0005175,P0156,1,2024-09-23,D027,R02,2115.96,1636.39,0
PL00011125,SJ0005176,P0155,1,2024-09-23,D029,R04,1396.53,866.67,0
PL00011126,SJ0005177,P0162,1,2024-09-23,D022,R01,1066.04,776.16,0
PL00011127,SJ0005177,P0118,1,2024-09-23,D022,R01,3606.66,2538.14,0
PL00011128,SJ0005178,P0071,1,2024-09-23,D022,R01,1520.22,991.6,0
PL00011129,SJ0005179,P0081,1,2024-09-24,D024,R02,1023.25,730.37,0
PL00011130,SJ0005179,P0022,2,2024-09-24,D024,R02,2842.64,1989.34,0
PL00011131,SJ0005180,P0134,1,2024-09-24,D023,R02,16000.96,10781.73,0
PL00011132,SJ0005181,P0017,1,2024-09-24,D030,R01,1143.47,711.35,1
PL00011133,SJ0005182,P0148,1,2024-09-24,D018,R03,12286.48,8521.14,0
PL00011134,SJ0005182,P0100,1,2024-09-24,D018,R03,1431.0,900.65,0
PL00011135,SJ0005182,P0171,1,2024-09-24,D018,R03,1279.15,859.45,0
PL00011136,SJ0005183,P0139,1,2024-09-24,D037,R02,19119.82,14808.17,0
PL00011137,SJ0005183,P0134,1,2024-09-24,D037,R02,16000.96,10781.73,0
PL00011138,SJ0005183,P0153,1,2024-09-24,D037,R02,1528.29,1009.68,0
PL00011139,SJ0005184,P0147,1,2024-09-24,D011,R01,1509.1,1038.22,0
PL00011140,SJ0005185,P0022,1,2024-09-24,D029,R04,1421.32,994.67,0
PL00011141,SJ0005185,P0152,1,2024-09-24,D029,R04,1045.55,633.9,0
PL00011142,SJ0005185,P0081,1,2024-09-24,D029,R04,1023.25,730.37,0
PL00011143,SJ0005186,P0172,1,2024-09-24,D017,R02,4142.58,2681.41,0
PL00011144,SJ0005186,P0068,2,2024-09-24,D017,R02,2519.46,1695.1,0
PL00011145,SJ0005186,P0038,1,2024-09-24,D017,R02,2605.86,1893.51,0
PL00011146,SJ0005187,P0087,1,2024-09-24,D031,R04,3249.91,2071.45,0
PL00011147,SJ0005187,P0099,1,2024-09-24,D031,R04,1122.86,843.68,0
PL00011148,SJ0005188,P0156,2,2024-09-24,D031,R04,4231.92,3272.78,0
PL00011149,SJ0005189,P0060,1,2024-09-24,D015,R02,1181.65,923.41,0
PL00011150,SJ0005189,P0126,1,2024-09-24,D015,R02,650.15,484.07,0
PL00011151,SJ0005190,P0047,1,2024-09-24,D014,R02,70458.36,50528.76,0
PL00011152,SJ0005190,P0049,1,2024-09-24,D014,R02,60940.92,38805.9,0
PL00011153,SJ0005190,P0049,1,2024-09-24,D014,R02,60940.92,38805.9,0
PL00011154,SJ0005191,P0143,1,2024-09-24,D033,R01,617.83,448.91,0
PL00011155,SJ0005191,P0033,1,2024-09-24,D033,R01,71060.91,55198.62,0
PL00011156,SJ0005191,P0147,1,2024-09-24,D033,R01,1509.1,1038.22,0
PL00011157,SJ0005191,P0041,1,2024-09-24,D033,R01,67102.43,48713.78,0
PL00011158,SJ0005192,P0087,2,2024-09-24,D029,R04,6499.82,4142.9,0
PL00011159,SJ0005192,P0013,1,2024-09-24,D029,R04,5268.1,3270.88,0
PL00011160,SJ0005192,P0013,1,2024-09-24,D029,R04,5268.1,3270.88,0
PL00011161,SJ0005193,P0045,1,2024-09-24,D037,R02,8592.53,6588.75,0
PL00011162,SJ0005193,P0094,1,2024-09-24,D037,R02,19182.04,11580.6,0
PL00011163,SJ0005193,P0141,1,2024-09-24,D037,R02,16149.01,11054.2,0
PL00011164,SJ0005194,P0170,1,2024-09-24,D038,R01,4143.26,2498.56,0
PL00011165,SJ0005194,P0118,1,2024-09-24,D038,R01,3606.66,2538.14,0
PL00011166,SJ0005195,P0163,1,2024-09-24,D034,R06,2096.23,1520.01,0
PL00011167,SJ0005195,P0083,4,2024-09-24,D034,R06,11746.52,9151.72,0
PL00011168,SJ0005196,P0113,1,2024-09-24,D001,R02,21860.34,14356.24,0
PL00011169,SJ0005196,P0071,1,2024-09-24,D001,R02,1520.22,991.6,0
PL00011170,SJ0005196,P0083,1,2024-09-24,D001,R02,2936.63,2287.93,0
PL00011171,SJ0005196,P0071,2,2024-09-24,D001,R02,3040.44,1983.2,0
PL00011172,SJ0005197,P0181,4,2024-09-25,D026,R05,14467.08,9499.48,0
PL00011173,SJ0005198,P0071,1,2024-09-25,D015,R02,1520.22,991.6,0
PL00011174,SJ0005198,P0058,1,2024-09-25,D015,R02,1985.79,1478.32,0
PL00011175,SJ0005198,P0058,1,2024-09-25,D015,R02,1985.79,1478.32,0
PL00011176,SJ0005199,P0162,1,2024-09-25,D015,R02,1066.04,776.16,0
PL00011177,SJ0005200,P0139,1,2024-09-25,D035,R06,19119.82,14808.17,0
PL00011178,SJ0005201,P0027,1,2024-09-25,D022,R01,1591.94,979.67,0
PL00011179,SJ0005201,P0073,1,2024-09-25,D022,R01,1101.26,786.71,0
PL00011180,SJ0005202,P0084,1,2024-09-25,D037,R02,21091.74,13503.51,0
PL00011181,SJ0005202,P0003,1,2024-09-25,D037,R02,1207.62,751.71,0
PL00011182,SJ0005203,P0081,1,2024-09-25,D021,R04,1023.25,730.37,0
PL00011183,SJ0005203,P0055,1,2024-09-25,D021,R04,2217.95,1635.41,0
PL00011184,SJ0005204,P0191,1,2024-09-25,D012,R06,12811.77,9396.23,1
PL00011185,SJ0005204,P0061,1,2024-09-25,D012,R06,18150.04,10857.71,0
PL00011186,SJ0005204,P0059,1,2024-09-25,D012,R06,775.36,498.69,0
PL00011187,SJ0005205,P0085,1,2024-09-25,D022,R01,31483.94,20605.18,0
PL00011188,SJ0005205,P0109,1,2024-09-25,D022,R01,12895.31,9718.8,0
PL00011189,SJ0005205,P0026,2,2024-09-25,D022,R01,4071.42,2833.9,0
PL00011190,SJ0005206,P0116,4,2024-09-25,D015,R02,16686.6,9996.84,0
PL00011191,SJ0005206,P0153,1,2024-09-25,D015,R02,1528.29,1009.68,0
PL00011192,SJ0005207,P0162,1,2024-09-25,D015,R02,1066.04,776.16,0
PL00011193,SJ0005208,P0073,1,2024-09-25,D003,R05,1101.26,786.71,0
PL00011194,SJ0005208,P0011,1,2024-09-25,D003,R05,1492.59,1020.27,0
PL00011195,SJ0005208,P0111,1,2024-09-25,D003,R05,839.34,542.1,0
PL00011196,SJ0005209,P0028,1,2024-09-25,D013,R05,4373.82,2890.18,0
PL00011197,SJ0005209,P0072,1,2024-09-25,D013,R05,1390.79,894.51,0
PL00011198,SJ0005211,P0021,2,2024-09-25,D038,R01,8108.54,4820.42,0
PL00011199,SJ0005211,P0071,1,2024-09-25,D038,R01,1520.22,991.6,0
PL00011200,SJ0005211,P0021,2,2024-09-25,D038,R01,8108.54,4820.42,0
PL00011201,SJ0005212,P0143,1,2024-09-25,D008,R05,617.83,448.91,0
PL00011202,SJ0005212,P0143,1,2024-09-25,D008,R05,617.83,448.91,0
PL00011203,SJ0005213,P0024,1,2024-09-25,D013,R05,93575.89,68518.46,0
PL00011204,SJ0005213,P0047,1,2024-09-25,D013,R05,70458.36,50528.76,0
PL00011205,SJ0005214,P0055,2,2024-09-25,D027,R02,4435.9,3270.82,0
PL00011206,SJ0005214,P0144,2,2024-09-25,D027,R02,8233.58,5968.22,0
PL00011207,SJ0005215,P0061,1,2024-09-26,D033,R01,18150.04,10857.71,0
PL00011208,SJ0005215,P0191,1,2024-09-26,D033,R01,12811.77,9396.23,0
PL00011209,SJ0005216,P0086,1,2024-09-26,D007,R01,27586.39,16998.85,0
PL00011210,SJ0005216,P0059,1,2024-09-26,D007,R01,775.36,498.69,0
PL00011211,SJ0005216,P0086,1,2024-09-26,D007,R01,27586.39,16998.85,0
PL00011212,SJ0005216,P0086,1,2024-09-26,D007,R01,27586.39,16998.85,0
PL00011213,SJ0005217,P0100,1,2024-09-26,D031,R04,1431.0,900.65,0
PL00011214,SJ0005218,P0126,1,2024-09-26,D003,R05,650.15,484.07,0
PL00011215,SJ0005219,P0126,1,2024-09-26,D037,R02,650.15,484.07,0
PL00011216,SJ0005220,P0046,1,2024-09-26,D002,R06,4402.0,3103.78,0
PL00011217,SJ0005220,P0167,1,2024-09-26,D002,R06,1089.7,747.09,0
PL00011218,SJ0005220,P0034,1,2024-09-26,D002,R06,25490.65,16846.19,0
PL00011219,SJ0005220,P0035,1,2024-09-26,D002,R06,25255.85,15681.73,0
PL00011220,SJ0005221,P0173,1,2024-09-26,D020,R02,1850.62,1130.11,0
PL00011221,SJ0005223,P0103,1,2024-09-26,D009,R04,3385.07,2658.59,0
PL00011222,SJ0005223,P0155,1,2024-09-26,D009,R04,1396.53,866.67,0
PL00011223,SJ0005223,P0032,1,2024-09-26,D009,R04,2060.44,1219.75,0
PL00011224,SJ0005224,P0114,1,2024-09-26,D014,R02,4816.13,3073.77,0
PL00011225,SJ0005225,P0038,3,2024-09-26,D033,R01,7817.58,5680.53,0
PL00011226,SJ0005225,P0011,2,2024-09-26,D033,R01,2985.18,2040.54,0
PL00011227,SJ0005225,P0172,3,2024-09-26,D033,R01,12427.74,8044.23,0
PL00011228,SJ0005227,P0105,1,2024-09-26,D019,R03,1106.11,746.01,0
PL00011229,SJ0005228,P0105,1,2024-09-26,D019,R03,1106.11,746.01,0
PL00011230,SJ0005229,P0013,1,2024-09-26,D006,R01,5268.1,3270.88,0
PL00011231,SJ0005230,P0173,1,2024-09-26,D023,R02,1850.62,1130.11,0
PL00011232,SJ0005230,P0118,1,2024-09-26,D023,R02,3606.66,2538.14,0
PL00011233,SJ0005230,P0162,1,2024-09-26,D023,R02,1066.04,776.16,0
PL00011234,SJ0005231,P0028,3,2024-09-27,D008,R05,13121.46,8670.54,0
PL00011235,SJ0005231,P0003,1,2024-09-27,D008,R05,1207.62,751.71,0
PL00011236,SJ0005232,P0186,1,2024-09-27,D012,R06,2435.39,1609.92,0
PL00011237,SJ0005233,P0046,2,2024-09-27,D016,R02,8804.0,6207.56,0
PL00011238,SJ0005233,P0114,2,2024-09-27,D016,R02,9632.26,6147.54,0
PL00011239,SJ0005234,P0147,1,2024-09-27,D024,R02,1509.1,1038.22,0
PL00011240,SJ0005235,P0146,2,2024-09-27,D007,R01,1571.8,1152.78,0
PL00011241,SJ0005235,P0160,1,2024-09-27,D007,R01,1413.17,858.11,0
PL00011242,SJ0005237,P0180,1,2024-09-27,D012,R06,767.96,475.8,0
PL00011243,SJ0005237,P0123,1,2024-09-27,D012,R06,2936.23,2254.14,0
PL00011244,SJ0005238,P0181,1,2024-09-27,D014,R02,3616.77,2374.87,0
PL00011245,SJ0005238,P0058,1,2024-09-27,D014,R02,1985.79,1478.32,0
PL00011246,SJ0005238,P0075,3,2024-09-27,D014,R02,12948.21,9497.58,0
PL00011247,SJ0005238,P0075,1,2024-09-27,D014,R02,4316.07,3165.86,0
PL00011248,SJ0005238,P0163,1,2024-09-27,D014,R02,2096.23,1520.01,1
PL00011249,SJ0005239,P0059,1,2024-09-27,D028,R03,775.36,498.69,0
PL00011250,SJ0005239,P0032,1,2024-09-27,D028,R03,2060.44,1219.75,0
PL00011251,SJ0005240,P0038,2,2024-09-27,D033,R01,5211.72,3787.02,1
PL00011252,SJ0005240,P0114,1,2024-09-27,D033,R01,4816.13,3073.77,0
PL00011253,SJ0005240,P0038,1,2024-09-27,D033,R01,2605.86,1893.51,0
PL00011254,SJ0005241,P0092,1,2024-09-27,D005,R01,13592.39,8694.68,0
PL00011255,SJ0005241,P0092,1,2024-09-27,D005,R01,13592.39,8694.68,0
PL00011256,SJ0005242,P0073,1,2024-09-27,D009,R04,1101.26,786.71,0
PL00011257,SJ0005243,P0163,2,2024-09-28,D003,R05,4192.46,3040.02,0
PL00011258,SJ0005243,P0074,1,2024-09-28,D003,R05,49375.39,32571.83,0
PL00011259,SJ0005243,P0083,1,2024-09-28,D003,R05,2936.63,2287.93,0
PL00011260,SJ0005243,P0074,1,2024-09-28,D003,R05,49375.39,32571.83,0
PL00011261,SJ0005243,P0083,1,2024-09-28,D003,R05,2936.63,2287.93,0
PL00011262,SJ0005244,P0073,1,2024-09-28,D029,R04,1101.26,786.71,0
PL00011263,SJ0005244,P0151,1,2024-09-28,D029,R04,24350.07,16302.93,0
PL00011264,SJ0005244,P0073,1,2024-09-28,D029,R04,1101.26,786.71,0
PL00011265,SJ0005245,P0042,1,2024-09-28,D034,R06,21658.4,14212.88,0
PL00011266,SJ0005246,P0163,1,2024-09-28,D006,R01,2096.23,1520.01,0
PL00011267,SJ0005246,P0170,1,2024-09-28,D006,R01,4143.26,2498.56,0
PL00011268,SJ0005246,P0153,1,2024-09-28,D006,R01,1528.29,1009.68,0
PL00011269,SJ0005247,P0156,2,2024-09-28,D012,R06,4231.92,3272.78,0
PL00011270,SJ0005247,P0099,1,2024-09-28,D012,R06,1122.86,843.68,0
PL00011271,SJ0005247,P0146,1,2024-09-28,D012,R06,785.9,576.39,0
PL00011272,SJ0005249,P0075,2,2024-09-28,D019,R03,8632.14,6331.72,0
PL00011273,SJ0005249,P0071,2,2024-09-28,D019,R03,3040.44,1983.2,0
PL00011274,SJ0005249,P0125,2,2024-09-28,D019,R03,2216.96,1441.16,0
PL00011275,SJ0005250,P0150,1,2024-09-28,D001,R02,21584.4,14053.98,0
PL00011276,SJ0005250,P0084,1,2024-09-28,D001,R02,21091.74,13503.51,0
PL00011277,SJ0005250,P0017,1,2024-09-28,D001,R02,1143.47,711.35,0
PL00011278,SJ0005251,P0107,2,2024-09-28,D038,R01,5149.34,3899.98,0
PL00011279,SJ0005251,P0171,1,2024-09-28,D038,R01,1279.15,859.45,0
PL00011280,SJ0005251,P0171,2,2024-09-28,D038,R01,2558.3,1718.9,0
PL00011281,SJ0005252,P0168,3,2024-09-28,D028,R03,15147.66,9507.33,0
PL00011282,SJ0005252,P0026,1,2024-09-28,D028,R03,2035.71,1416.95,0
PL00011283,SJ0005252,P0001,1,2024-09-28,D028,R03,3320.07,2128.62,0
PL00011284,SJ0005253,P0021,2,2024-09-28,D009,R04,8108.54,4820.42,0
PL00011285,SJ0005253,P0173,1,2024-09-28,D009,R04,1850.62,1130.11,0
PL00011286,SJ0005253,P0071,1,2024-09-28,D009,R04,1520.22,991.6,0
PL00011287,SJ0005254,P0077,3,2024-09-29,D021,R04,7940.76,5206.47,1
PL00011288,SJ0005254,P0119,1,2024-09-29,D021,R04,27651.72,19644.27,0
PL00011289,SJ0005254,P0007,1,2024-09-29,D021,R04,28854.87,22314.67,0
PL00011290,SJ0005254,P0175,1,2024-09-29,D021,R04,20094.0,13064.06,0
PL00011291,SJ0005255,P0111,1,2024-09-29,D029,R04,839.34,542.1,0
PL00011292,SJ0005256,P0071,1,2024-09-29,D004,R04,1520.22,991.6,0
PL00011293,SJ0005256,P0162,2,2024-09-29,D004,R04,2132.08,1552.32,0
PL00011294,SJ0005257,P0015,1,2024-09-29,D028,R03,1035.19,696.63,0
PL00011295,SJ0005258,P0168,1,2024-09-29,D011,R01,5049.22,3169.11,0
PL00011296,SJ0005258,P0080,2,2024-09-29,D011,R01,7323.54,5085.44,0
PL00011297,SJ0005259,P0063,1,2024-09-29,D033,R01,12553.59,9450.84,0
PL00011298,SJ0005259,P0092,1,2024-09-29,D033,R01,13592.39,8694.68,0
PL00011299,SJ0005259,P0063,1,2024-09-29,D033,R01,12553.59,9450.84,0
PL00011300,SJ0005260,P0114,1,2024-09-29,D037,R02,4816.13,3073.77,0
PL00011301,SJ0005260,P0070,1,2024-09-29,D037,R02,2943.94,1967.07,0
PL00011302,SJ0005260,P0167,2,2024-09-29,D037,R02,2179.4,1494.18,0
PL00011303,SJ0005261,P0027,2,2024-09-29,D016,R02,3183.88,1959.34,0
PL00011304,SJ0005261,P0097,2,2024-09-29,D016,R02,7962.82,4758.36,0
PL00011305,SJ0005262,P0170,1,2024-09-29,D033,R01,4143.26,2498.56,0
PL00011306,SJ0005262,P0181,1,2024-09-29,D033,R01,3616.77,2374.87,0
PL00011307,SJ0005262,P0071,1,2024-09-29,D033,R01,1520.22,991.6,0
PL00011308,SJ0005263,P0172,2,2024-09-29,D010,R04,8285.16,5362.82,0
PL00011309,SJ0005264,P0050,2,2024-09-29,D023,R02,5174.14,3228.82,0
PL00011310,SJ0005265,P0153,1,2024-09-29,D013,R05,1528.29,1009.68,1
PL00011311,SJ0005265,P0058,2,2024-09-29,D013,R05,3971.58,2956.64,0
PL00011312,SJ0005265,P0166,1,2024-09-29,D013,R05,3897.82,2442.57,0
PL00011313,SJ0005266,P0033,1,2024-09-29,D031,R04,71060.91,55198.62,0
PL00011314,SJ0005266,P0184,1,2024-09-29,D031,R04,1554.13,1203.81,0
PL00011315,SJ0005266,P0147,2,2024-09-29,D031,R04,3018.2,2076.44,0
PL00011316,SJ0005267,P0122,3,2024-09-29,D023,R02,10826.64,7936.62,0
PL00011317,SJ0005267,P0031,1,2024-09-29,D023,R02,38647.54,23035.03,0
PL00011318,SJ0005267,P0006,2,2024-09-29,D023,R02,5691.28,3911.8,0
PL00011319,SJ0005267,P0007,1,2024-09-29,D023,R02,28854.87,22314.67,0
PL00011320,SJ0005268,P0041,1,2024-09-29,D029,R04,67102.43,48713.78,0
PL00011321,SJ0005268,P0147,2,2024-09-29,D029,R04,3018.2,2076.44,1
PL00011322,SJ0005268,P0130,1,2024-09-29,D029,R04,70841.75,48900.35,0
PL00011323,SJ0005269,P0107,2,2024-09-29,D022,R01,5149.34,3899.98,0
PL00011324,SJ0005270,P0099,1,2024-09-29,D028,R03,1122.86,843.68,0
PL00011325,SJ0005270,P0087,2,2024-09-29,D028,R03,6499.82,4142.9,0
PL00011326,SJ0005270,P0106,1,2024-09-29,D028,R03,3703.87,2307.08,0
PL00011327,SJ0005272,P0068,2,2024-09-29,D029,R04,2519.46,1695.1,0
PL00011328,SJ0005272,P0186,1,2024-09-29,D029,R04,2435.39,1609.92,0
PL00011329,SJ0005273,P0099,1,2024-09-29,D013,R05,1122.86,843.68,0
PL00011330,SJ0005273,P0065,1,2024-09-29,D013,R05,600.22,434.06,0
PL00011331,SJ0005274,P0170,2,2024-09-30,D035,R06,8286.52,4997.12,0
PL00011332,SJ0005274,P0163,2,2024-09-30,D035,R06,4192.46,3040.02,0
PL00011333,SJ0005274,P0058,1,2024-09-30,D035,R06,1985.79,1478.32,0
PL00011334,SJ0005275,P0116,1,2024-09-30,D035,R06,4171.65,2499.21,0
PL00011335,SJ0005275,P0083,2,2024-09-30,D035,R06,5873.26,4575.86,0
PL00011336,SJ0005276,P0026,2,2024-09-30,D024,R02,4071.42,2833.9,0
PL00011337,SJ0005276,P0080,1,2024-09-30,D024,R02,3661.77,2542.72,0
PL00011338,SJ0005276,P0080,1,2024-09-30,D024,R02,3661.77,2542.72,0
PL00011339,SJ0005277,P0163,1,2024-09-30,D008,R05,2096.23,1520.01,0
PL00011340,SJ0005278,P0059,1,2024-09-30,D035,R06,775.36,498.69,0
PL00011341,SJ0005278,P0065,1,2024-09-30,D035,R06,600.22,434.06,0
PL00011342,SJ0005279,P0168,3,2024-09-30,D038,R01,15147.66,9507.33,0
PL00011343,SJ0005279,P0107,1,2024-09-30,D038,R01,2574.67,1949.99,0
PL00011344,SJ0005279,P0100,1,2024-09-30,D038,R01,1431.0,900.65,0
PL00011345,SJ0005280,P0008,1,2024-09-30,D016,R02,3645.57,2578.79,0
PL00011346,SJ0005280,P0022,1,2024-09-30,D016,R02,1421.32,994.67,0
PL00011347,SJ0005281,P0111,1,2024-09-30,D002,R06,839.34,542.1,0
PL00011348,SJ0005282,P0051,1,2024-09-30,D005,R01,14355.19,10113.99,0
PL00011349,SJ0005283,P0027,1,2024-09-30,D037,R02,1591.94,979.67,0
PL00011350,SJ0005283,P0097,1,2024-09-30,D037,R02,3981.41,2379.18,0
PL00011351,SJ0005283,P0053,1,2024-09-30,D037,R02,19319.24,11945.99,0
PL00011352,SJ0005283,P0068,1,2024-09-30,D037,R02,1259.73,847.55,0
PL00011353,SJ0005283,P0073,1,2024-09-30,D037,R02,1101.26,786.71,0
PL00011354,SJ0005284,P0148,1,2024-09-30,D009,R04,12286.48,8521.14,0
PL00011355,SJ0005284,P0092,1,2024-09-30,D009,R04,13592.39,8694.68,0
PL00011356,SJ0005285,P0171,1,2024-09-30,D023,R02,1279.15,859.45,0
PL00011357,SJ0005285,P0105,1,2024-09-30,D023,R02,1106.11,746.01,0
PL00011358,SJ0005287,P0001,3,2024-09-30,D038,R01,9960.21,6385.86,0
PL00011359,SJ0005287,P0105,1,2024-09-30,D038,R01,1106.11,746.01,0
PL00011360,SJ0005287,P0168,1,2024-09-30,D038,R01,5049.22,3169.11,0
PL00011361,SJ0005288,P0107,2,2024-09-30,D030,R01,5149.34,3899.98,0
PL00011362,SJ0005290,P0114,2,2024-10-01,D001,R02,9632.26,6147.54,0
PL00011363,SJ0005290,P0068,1,2024-10-01,D001,R02,1259.73,847.55,0
PL00011364,SJ0005291,P0153,1,2024-10-01,D025,R03,1528.29,1009.68,0
PL00011365,SJ0005291,P0153,1,2024-10-01,D025,R03,1528.29,1009.68,0
PL00011366,SJ0005292,P0189,2,2024-10-01,D013,R05,1030.78,814.18,0
PL00011367,SJ0005292,P0161,3,2024-10-01,D013,R05,21632.85,13003.89,0
PL00011368,SJ0005292,P0182,2,2024-10-01,D013,R05,2979.46,2067.26,0
PL00011369,SJ0005293,P0097,1,2024-10-01,D029,R04,3981.41,2379.18,0
PL00011370,SJ0005294,P0105,1,2024-10-01,D033,R01,1106.11,746.01,0
PL00011371,SJ0005294,P0171,1,2024-10-01,D033,R01,1279.15,859.45,0
PL00011372,SJ0005295,P0078,2,2024-10-01,D002,R06,4807.1,3701.8,0
PL00011373,SJ0005295,P0179,1,2024-10-01,D002,R06,86966.81,55984.85,0
PL00011374,SJ0005296,P0173,1,2024-10-01,D022,R01,1850.62,1130.11,0
PL00011375,SJ0005297,P0109,1,2024-10-01,D020,R02,12895.31,9718.8,0
PL00011376,SJ0005297,P0168,1,2024-10-01,D020,R02,5049.22,3169.11,0
PL00011377,SJ0005297,P0085,1,2024-10-01,D020,R02,31483.94,20605.18,0
PL00011378,SJ0005297,P0109,1,2024-10-01,D020,R02,12895.31,9718.8,0
PL00011379,SJ0005297,P0105,1,2024-10-01,D020,R02,1106.11,746.01,0
PL00011380,SJ0005298,P0021,1,2024-10-01,D016,R02,4054.27,2410.21,0
PL00011381,SJ0005298,P0050,4,2024-10-01,D016,R02,10348.28,6457.64,0
PL00011382,SJ0005298,P0075,1,2024-10-01,D016,R02,4316.07,3165.86,0
PL00011383,SJ0005298,P0083,2,2024-10-01,D016,R02,5873.26,4575.86,0
PL00011384,SJ0005299,P0100,1,2024-10-01,D038,R01,1431.0,900.65,0
PL00011385,SJ0005299,P0176,1,2024-10-01,D038,R01,3926.47,2365.41,0
PL00011386,SJ0005300,P0116,2,2024-10-02,D038,R01,8343.3,4998.42,0
PL00011387,SJ0005300,P0163,1,2024-10-02,D038,R01,2096.23,1520.01,0
PL00011388,SJ0005300,P0012,1,2024-10-02,D038,R01,59155.18,35800.83,0
PL00011389,SJ0005300,P0162,1,2024-10-02,D038,R01,1066.04,776.16,0
PL00011390,SJ0005301,P0109,1,2024-10-02,D004,R04,12895.31,9718.8,0
PL00011391,SJ0005301,P0171,1,2024-10-02,D004,R04,1279.15,859.45,0
PL00011392,SJ0005301,P0105,1,2024-10-02,D004,R04,1106.11,746.01,0
PL00011393,SJ0005302,P0065,1,2024-10-02,D014,R02,600.22,434.06,0
PL00011394,SJ0005303,P0173,1,2024-10-02,D005,R01,1850.62,1130.11,0
PL00011395,SJ0005303,P0173,2,2024-10-02,D005,R01,3701.24,2260.22,0
PL00011396,SJ0005304,P0146,1,2024-10-02,D005,R01,785.9,576.39,0
PL00011397,SJ0005304,P0032,1,2024-10-02,D005,R01,2060.44,1219.75,1
PL00011398,SJ0005304,P0157,1,2024-10-02,D005,R01,47625.26,33245.59,0
PL00011399,SJ0005305,P0152,1,2024-10-02,D033,R01,1045.55,633.9,0
PL00011400,SJ0005305,P0102,1,2024-10-02,D033,R01,10941.15,7855.7,0
PL00011401,SJ0005305,P0131,1,2024-10-02,D033,R01,917.83,546.14,1
PL00011402,SJ0005306,P0139,1,2024-10-02,D036,R05,19119.82,14808.17,0
PL00011403,SJ0005306,P0134,1,2024-10-02,D036,R05,16000.96,10781.73,0
PL00011404,SJ0005307,P0088,1,2024-10-02,D025,R03,3041.5,2169.42,0
PL00011405,SJ0005307,P0091,3,2024-10-02,D025,R03,13470.0,8233.53,0
PL00011406,SJ0005307,P0122,2,2024-10-02,D025,R03,7217.76,5291.08,0
PL00011407,SJ0005308,P0173,2,2024-10-02,D004,R04,3701.24,2260.22,0
PL00011408,SJ0005308,P0181,1,2024-10-02,D004,R04,3616.77,2374.87,0
PL00011409,SJ0005309,P0171,1,2024-10-02,D012,R06,1279.15,859.45,0
PL00011410,SJ0005309,P0063,1,2024-10-02,D012,R06,12553.59,9450.84,0
PL00011411,SJ0005309,P0100,1,2024-10-02,D012,R06,1431.0,900.65,0
PL00011412,SJ0005310,P0044,1,2024-10-02,D011,R01,4049.03,2404.81,0
PL00011413,SJ0005310,P0188,1,2024-10-02,D011,R01,26156.17,15888.92,0
PL00011414,SJ0005310,P0106,1,2024-10-02,D011,R01,3703.87,2307.08,0
PL00011415,SJ0005311,P0052,1,2024-10-02,D009,R04,3418.39,2193.39,0
PL00011416,SJ0005311,P0023,1,2024-10-02,D009,R04,2593.98,1769.07,0
PL00011417,SJ0005311,P0022,1,2024-10-02,D009,R04,1421.32,994.67,0
PL00011418,SJ0005312,P0001,3,2024-10-02,D038,R01,9960.21,6385.86,0
PL00011419,SJ0005312,P0026,1,2024-10-02,D038,R01,2035.71,1416.95,0
PL00011420,SJ0005313,P0161,3,2024-10-02,D023,R02,21632.85,13003.89,0
