feedback_id,service_job_id,customer_id,service_date,csat_score,nps_score,nps_group,complaint_reason,is_stockout_impacted,is_emergency,downtime_days,job_type,resolution_status
FB0001503,SJ0005665,C01544,2024-10-25,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0001504,SJ0005668,C01340,2024-10-25,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001505,SJ0005671,C00252,2024-10-25,4,9,Promoter,Satisfied,1,0,0,Preventive,Fixed
FB0001506,SJ0005683,C01903,2024-10-27,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001507,SJ0005690,C01466,2024-10-27,5,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001508,SJ0005691,C01103,2024-10-27,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0001509,SJ0005694,C02171,2024-10-27,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0001510,SJ0005698,C00980,2024-10-27,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001511,SJ0005701,C02245,2024-10-28,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001512,SJ0005712,C00119,2024-10-28,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001513,SJ0005715,C02252,2024-10-28,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001514,SJ0005726,C02219,2024-10-29,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001515,SJ0005729,C02462,2024-10-29,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001516,SJ0005734,C00571,2024-10-29,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0001517,SJ0005739,C02163,2024-10-30,5,10,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001518,SJ0005751,C01790,2024-10-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001519,SJ0005753,C00721,2024-10-30,3,7,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001520,SJ0005755,C00575,2024-10-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001521,SJ0005756,C00358,2024-10-30,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001522,SJ0005759,C00831,2024-10-31,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0001523,SJ0005761,C01723,2024-10-31,4,9,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001524,SJ0005763,C01294,2024-10-31,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001525,SJ0005765,C02268,2024-10-31,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001526,SJ0005770,C00003,2024-10-31,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001527,SJ0005771,C00565,2024-10-31,3,7,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001528,SJ0005773,C00626,2024-10-31,3,7,Passive,High downtime,0,1,5,Breakdown,Fixed
FB0001529,SJ0005775,C01113,2024-11-01,1,4,Detractor,High downtime,0,0,6,Breakdown,Repeat
FB0001530,SJ0005785,C00003,2024-11-01,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0001531,SJ0005788,C02434,2024-11-01,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001532,SJ0005791,C00655,2024-11-01,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0001533,SJ0005801,C02499,2024-11-02,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001534,SJ0005805,C01414,2024-11-02,3,7,Passive,High downtime,0,0,6,Breakdown,Fixed
FB0001535,SJ0005810,C02268,2024-11-03,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001536,SJ0005811,C00379,2024-11-03,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001537,SJ0005814,C01209,2024-11-03,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001538,SJ0005816,C02158,2024-11-03,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001539,SJ0005819,C00821,2024-11-03,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001540,SJ0005823,C00618,2024-11-03,3,7,Passive,Emergency order,0,1,4,Breakdown,Fixed
FB0001541,SJ0005825,C01050,2024-11-03,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001542,SJ0005829,C02311,2024-11-04,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001543,SJ0005840,C02425,2024-11-04,4,9,Promoter,Satisfied,0,0,4,Breakdown,Fixed
FB0001544,SJ0005843,C02150,2024-11-05,3,6,Detractor,Parts unavailable,1,0,4,Breakdown,Fixed
FB0001545,SJ0005844,C02063,2024-11-05,2,6,Detractor,Parts unavailable,1,1,1,Breakdown,Fixed
FB0001546,SJ0005845,C00675,2024-11-05,4,9,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001547,SJ0005852,C02015,2024-11-05,3,6,Detractor,High downtime,0,0,7,Breakdown,Fixed
FB0001548,SJ0005857,C02417,2024-11-05,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001549,SJ0005861,C01907,2024-11-05,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001550,SJ0005862,C01501,2024-11-05,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0001551,SJ0005864,C01794,2024-11-06,3,7,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0001552,SJ0005868,C01770,2024-11-06,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001553,SJ0005869,C02298,2024-11-06,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001554,SJ0005875,C00781,2024-11-07,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001555,SJ0005879,C00155,2024-11-07,3,7,Passive,Emergency order,0,1,1,Breakdown,Fixed
FB0001556,SJ0005880,C00515,2024-11-07,3,6,Detractor,Parts unavailable,1,0,1,Breakdown,Fixed
FB0001557,SJ0005884,C00694,2024-11-07,3,8,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0001558,SJ0005888,C01448,2024-11-08,5,9,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001559,SJ0005889,C00288,2024-11-08,3,6,Detractor,Repeat issue,0,0,1,Breakdown,Repeat
FB0001560,SJ0005892,C00488,2024-11-08,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001561,SJ0005896,C01346,2024-11-08,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001562,SJ0005901,C01892,2024-11-08,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001563,SJ0005902,C02140,2024-11-08,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001564,SJ0005905,C01782,2024-11-08,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001565,SJ0005907,C00618,2024-11-08,3,6,Detractor,Repeat issue,0,0,3,Breakdown,Repeat
FB0001566,SJ0005916,C00584,2024-11-09,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001567,SJ0005921,C01419,2024-11-09,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001568,SJ0005922,C00950,2024-11-10,3,6,Detractor,Parts unavailable,1,0,1,Breakdown,Fixed
FB0001569,SJ0005933,C00462,2024-11-10,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001570,SJ0005942,C02456,2024-11-11,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001571,SJ0005945,C01182,2024-11-11,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001572,SJ0005950,C01790,2024-11-11,3,6,Detractor,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001573,SJ0005951,C00177,2024-11-11,4,8,Passive,Satisfied,0,0,1,Breakdown,Repeat
FB0001574,SJ0005954,C00152,2024-11-11,3,6,Detractor,High downtime,0,0,8,Breakdown,Fixed
FB0001575,SJ0005956,C00119,2024-11-11,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001576,SJ0005961,C01336,2024-11-12,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001577,SJ0005964,C01166,2024-11-12,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001578,SJ0005966,C02177,2024-11-12,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001579,SJ0005970,C01914,2024-11-12,3,7,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001580,SJ0005971,C01320,2024-11-12,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001581,SJ0005975,C01501,2024-11-12,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001582,SJ0005983,C00942,2024-11-13,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001583,SJ0005984,C01488,2024-11-13,4,8,Passive,Satisfied,1,0,1,Preventive,Fixed
FB0001584,SJ0005985,C01497,2024-11-13,3,7,Passive,Repeat issue,0,1,1,Breakdown,Repeat
FB0001585,SJ0005987,C01620,2024-11-13,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001586,SJ0005989,C01568,2024-11-13,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001587,SJ0006006,C01105,2024-11-15,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001588,SJ0006007,C00644,2024-11-15,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001589,SJ0006015,C00076,2024-11-15,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001590,SJ0006018,C01501,2024-11-15,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001591,SJ0006021,C01617,2024-11-16,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001592,SJ0006025,C01128,2024-11-16,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001593,SJ0006028,C02025,2024-11-16,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001594,SJ0006034,C00551,2024-11-16,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001595,SJ0006035,C01912,2024-11-17,3,7,Passive,Repeat issue,0,0,2,Breakdown,Repeat
FB0001596,SJ0006038,C01822,2024-11-17,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001597,SJ0006040,C00347,2024-11-17,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001598,SJ0006045,C00829,2024-11-17,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001599,SJ0006049,C02191,2024-11-18,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001600,SJ0006052,C02499,2024-11-18,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001601,SJ0006053,C01290,2024-11-18,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001602,SJ0006054,C00253,2024-11-18,3,7,Passive,Unexpected breakdown,0,0,2,Breakdown,Fixed
FB0001603,SJ0006055,C02425,2024-11-18,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001604,SJ0006060,C02279,2024-11-19,3,6,Detractor,Parts unavailable,1,0,2,Breakdown,Fixed
FB0001605,SJ0006062,C00192,2024-11-19,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001606,SJ0006063,C01739,2024-11-19,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001607,SJ0006073,C00152,2024-11-19,3,7,Passive,Parts unavailable,1,0,1,Breakdown,Fixed
FB0001608,SJ0006075,C00526,2024-11-19,2,6,Detractor,Repeat issue,0,1,1,Breakdown,Repeat
FB0001609,SJ0006081,C00607,2024-11-20,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001610,SJ0006083,C00331,2024-11-20,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001611,SJ0006088,C00018,2024-11-20,3,8,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001612,SJ0006103,C00003,2024-11-21,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001613,SJ0006104,C00007,2024-11-21,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001614,SJ0006107,C00114,2024-11-21,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001615,SJ0006115,C01492,2024-11-22,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001616,SJ0006117,C01905,2024-11-22,3,7,Passive,Parts unavailable,1,0,3,Breakdown,Fixed
FB0001617,SJ0006120,C00854,2024-11-22,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001618,SJ0006124,C00974,2024-11-22,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001619,SJ0006131,C02191,2024-11-23,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001620,SJ0006133,C01818,2024-11-23,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001621,SJ0006135,C00571,2024-11-23,3,7,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0001622,SJ0006139,C01617,2024-11-23,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001623,SJ0006154,C01819,2024-11-24,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001624,SJ0006155,C02205,2024-11-24,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001625,SJ0006156,C01956,2024-11-24,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001626,SJ0006159,C02417,2024-11-24,2,6,Detractor,High downtime,0,0,6,Breakdown,Repeat
FB0001627,SJ0006163,C01122,2024-11-25,1,4,Detractor,High downtime,0,1,6,Breakdown,Repeat
FB0001628,SJ0006165,C00264,2024-11-25,2,6,Detractor,Repeat issue,0,0,1,Breakdown,Repeat
FB0001629,SJ0006167,C01086,2024-11-25,2,6,Detractor,Parts unavailable,1,0,3,Breakdown,Fixed
FB0001630,SJ0006168,C02219,2024-11-25,4,9,Promoter,Satisfied,0,1,3,Breakdown,Fixed
FB0001631,SJ0006171,C00190,2024-11-25,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001632,SJ0006173,C02250,2024-11-25,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001633,SJ0006176,C01220,2024-11-26,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001634,SJ0006177,C00935,2024-11-26,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0001635,SJ0006180,C02306,2024-11-26,4,9,Promoter,Satisfied,0,0,4,Breakdown,Fixed
FB0001636,SJ0006182,C01319,2024-11-26,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001637,SJ0006190,C02438,2024-11-26,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001638,SJ0006193,C02028,2024-11-27,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001639,SJ0006199,C00882,2024-11-27,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001640,SJ0006202,C01519,2024-11-28,3,6,Detractor,Parts unavailable,1,1,2,Breakdown,Fixed
FB0001641,SJ0006205,C00086,2024-11-28,3,7,Passive,Parts unavailable,1,0,2,Breakdown,Fixed
FB0001642,SJ0006206,C00332,2024-11-28,4,9,Promoter,Satisfied,0,1,2,Breakdown,Fixed
FB0001643,SJ0006209,C02155,2024-11-28,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001644,SJ0006211,C01492,2024-11-28,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001645,SJ0006214,C02273,2024-11-28,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001646,SJ0006218,C00475,2024-11-28,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0001647,SJ0006220,C02286,2024-11-28,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0001648,SJ0006223,C01519,2024-11-29,3,7,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0001649,SJ0006224,C01116,2024-11-29,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001650,SJ0006225,C01497,2024-11-29,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001651,SJ0006226,C00772,2024-11-29,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001652,SJ0006229,C02436,2024-11-29,3,7,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001653,SJ0006231,C01698,2024-11-29,2,6,Detractor,Repeat issue,0,1,1,Breakdown,Repeat
FB0001654,SJ0006232,C02393,2024-11-29,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001655,SJ0006234,C01766,2024-11-30,3,8,Passive,Unexpected breakdown,0,0,2,Breakdown,Fixed
FB0001656,SJ0006239,C00012,2024-12-01,3,8,Passive,Repeat issue,0,0,1,Breakdown,Repeat
FB0001657,SJ0006242,C01989,2024-12-01,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001658,SJ0006254,C02030,2024-12-02,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001659,SJ0006258,C02256,2024-12-02,3,7,Passive,High downtime,0,1,5,Breakdown,Fixed
FB0001660,SJ0006259,C01382,2024-12-02,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001661,SJ0006266,C02291,2024-12-03,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001662,SJ0006267,C00580,2024-12-03,3,7,Passive,High downtime,0,0,5,Breakdown,Fixed
FB0001663,SJ0006272,C00658,2024-12-03,5,10,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001664,SJ0006274,C02331,2024-12-03,3,7,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0001665,SJ0006276,C00882,2024-12-03,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001666,SJ0006281,C01123,2024-12-04,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001667,SJ0006283,C00285,2024-12-04,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0001668,SJ0006284,C01129,2024-12-04,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001669,SJ0006286,C01407,2024-12-04,4,9,Promoter,Satisfied,1,0,2,Preventive,Fixed
FB0001670,SJ0006312,C01730,2024-12-05,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001671,SJ0006313,C01989,2024-12-05,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001672,SJ0006324,C00658,2024-12-06,4,8,Passive,Satisfied,0,1,2,Breakdown,Fixed
FB0001673,SJ0006325,C01352,2024-12-06,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001674,SJ0006327,C02213,2024-12-06,2,6,Detractor,Repeat issue,0,0,4,Breakdown,Repeat
FB0001675,SJ0006340,C00501,2024-12-07,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001676,SJ0006343,C00982,2024-12-07,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001677,SJ0006348,C00272,2024-12-07,4,8,Passive,Satisfied,0,1,1,Breakdown,Fixed
FB0001678,SJ0006353,C01116,2024-12-08,3,8,Passive,Unexpected breakdown,0,0,1,Breakdown,Fixed
FB0001679,SJ0006355,C00332,2024-12-08,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001680,SJ0006358,C01352,2024-12-08,2,6,Detractor,Repeat issue,0,0,4,Breakdown,Repeat
FB0001681,SJ0006362,C01773,2024-12-09,5,9,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001682,SJ0006364,C01943,2024-12-09,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001683,SJ0006375,C00914,2024-12-09,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001684,SJ0006380,C00367,2024-12-10,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001685,SJ0006381,C02072,2024-12-10,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001686,SJ0006386,C01440,2024-12-10,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001687,SJ0006395,C02346,2024-12-11,4,9,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001688,SJ0006397,C00578,2024-12-11,3,7,Passive,Unexpected breakdown,0,0,4,Breakdown,Fixed
FB0001689,SJ0006400,C01507,2024-12-11,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001690,SJ0006404,C01746,2024-12-12,4,9,Promoter,Satisfied,0,0,4,Breakdown,Fixed
FB0001691,SJ0006409,C00678,2024-12-12,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001692,SJ0006411,C00446,2024-12-12,3,8,Passive,Unexpected breakdown,0,0,2,Breakdown,Fixed
FB0001693,SJ0006413,C01351,2024-12-12,4,8,Passive,Satisfied,0,1,3,Breakdown,Fixed
FB0001694,SJ0006415,C01896,2024-12-12,4,9,Promoter,Satisfied,0,0,3,Breakdown,Fixed
FB0001695,SJ0006420,C00542,2024-12-12,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001696,SJ0006426,C01249,2024-12-13,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001697,SJ0006428,C00026,2024-12-13,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001698,SJ0006430,C01061,2024-12-13,3,7,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0001699,SJ0006439,C00285,2024-12-14,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001700,SJ0006448,C00658,2024-12-14,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001701,SJ0006453,C01620,2024-12-15,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001702,SJ0006455,C01376,2024-12-15,3,7,Passive,Emergency order,0,1,4,Breakdown,Fixed
FB0001703,SJ0006458,C01471,2024-12-15,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001704,SJ0006462,C02262,2024-12-15,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001705,SJ0006469,C02477,2024-12-15,4,9,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001706,SJ0006470,C00974,2024-12-16,2,5,Detractor,Parts unavailable,1,0,4,Breakdown,Fixed
FB0001707,SJ0006474,C01777,2024-12-16,3,7,Passive,Parts unavailable,1,0,4,Breakdown,Fixed
FB0001708,SJ0006480,C00779,2024-12-16,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001709,SJ0006484,C00712,2024-12-16,4,9,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001710,SJ0006494,C00597,2024-12-17,1,4,Detractor,Repeat issue,1,1,2,Breakdown,Repeat
FB0001711,SJ0006496,C01548,2024-12-17,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001712,SJ0006497,C01548,2024-12-17,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001713,SJ0006498,C01978,2024-12-17,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001714,SJ0006500,C00086,2024-12-17,2,6,Detractor,Emergency order,0,1,3,Breakdown,Fixed
FB0001715,SJ0006505,C02152,2024-12-17,3,7,Passive,Emergency order,0,1,3,Breakdown,Fixed
FB0001716,SJ0006512,C01429,2024-12-18,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001717,SJ0006516,C00387,2024-12-18,4,8,Passive,Satisfied,0,0,1,Breakdown,Repeat
FB0001718,SJ0006519,C00630,2024-12-18,4,8,Passive,Satisfied,0,0,2,Breakdown,Fixed
FB0001719,SJ0006525,C02147,2024-12-19,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001720,SJ0006527,C02427,2024-12-19,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001721,SJ0006542,C00697,2024-12-20,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001722,SJ0006554,C02318,2024-12-20,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001723,SJ0006556,C02421,2024-12-20,4,8,Passive,Satisfied,0,0,4,Breakdown,Fixed
FB0001724,SJ0006558,C00099,2024-12-20,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0001725,SJ0006563,C01935,2024-12-21,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001726,SJ0006564,C01320,2024-12-21,4,8,Passive,Satisfied,0,1,2,Breakdown,Fixed
FB0001727,SJ0006565,C02138,2024-12-21,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001728,SJ0006568,C02012,2024-12-21,3,7,Passive,Repeat issue,0,0,4,Breakdown,Repeat
FB0001729,SJ0006570,C02205,2024-12-22,4,8,Passive,Satisfied,0,0,5,Breakdown,Fixed
FB0001730,SJ0006574,C01116,2024-12-23,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001731,SJ0006591,C01249,2024-12-23,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001732,SJ0006601,C00226,2024-12-23,3,8,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001733,SJ0006608,C02499,2024-12-24,4,8,Passive,Satisfied,0,0,3,Breakdown,Fixed
FB0001734,SJ0006612,C00914,2024-12-24,4,8,Passive,Satisfied,0,0,5,Breakdown,Fixed
FB0001735,SJ0006615,C01907,2024-12-24,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001736,SJ0006616,C02182,2024-12-24,2,6,Detractor,Parts unavailable,1,0,4,Breakdown,Fixed
FB0001737,SJ0006617,C02425,2024-12-24,3,7,Passive,Parts unavailable,1,0,1,Breakdown,Fixed
FB0001738,SJ0006622,C01038,2024-12-25,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001739,SJ0006630,C00779,2024-12-25,5,10,Promoter,Satisfied,0,0,1,Preventive,Fixed
FB0001740,SJ0006631,C01128,2024-12-25,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001741,SJ0006635,C02273,2024-12-25,4,9,Promoter,Satisfied,0,0,1,Breakdown,Fixed
FB0001742,SJ0006636,C00370,2024-12-25,5,10,Promoter,Satisfied,0,0,0,Preventive,Fixed
FB0001743,SJ0006649,C00739,2024-12-26,4,9,Promoter,Satisfied,0,0,2,Breakdown,Fixed
FB0001744,SJ0006654,C01312,2024-12-26,3,8,Passive,Parts unavailable,1,0,1,Breakdown,Fixed
FB0001745,SJ0006657,C00114,2024-12-26,4,9,Promoter,Satisfied,1,0,1,Preventive,Fixed
FB0001746,SJ0006662,C01165,2024-12-27,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001747,SJ0006667,C00253,2024-12-27,5,10,Promoter,Satisfied,0,0,0,Inspection,Fixed
FB0001748,SJ0006668,C01121,2024-12-27,4,8,Passive,Satisfied,0,0,1,Breakdown,Fixed
FB0001749,SJ0006673,C00926,2024-12-27,3,7,Passive,Repeat issue,0,0,2,Breakdown,Repeat
FB0001750,SJ0006675,C00406,2024-12-28,3,7,Passive,Unexpected breakdown,0,0,3,Breakdown,Fixed
FB0001751,SJ0006676,C02101,2024-12-28,3,7,Passive,Repeat issue,0,0,2,Breakdown,Repeat
