customer_id,customer_name,customer_type,region_id,size_band
C01068,Ram and Sons,Contractor,R03,Small
C01069,Raj-Pingle,Rental,R04,Medium
C01070,Sehgal Inc,Rental,R06,Large
C01071,Sarraf-Shroff,Contractor,R05,Medium
C01072,Kara-Luthra,Government,R03,Small
C01073,"Bhatia, Dora and Chatterjee",Contractor,R05,Small
C01074,Padmanabhan PLC,Contractor,R01,Small
C01075,Karan-Bhat,Contractor,R01,Small
C01076,Virk-Sahota,Government,R02,Small
C01077,"Soman, Keer and Soni",Fleet,R02,Medium
C01078,Brar-Rana,Rental,R03,Medium
C01079,"Banerjee, Thakkar and Varughese",Rental,R04,Small
C01080,"Din, Dara and Sen",Fleet,R06,Medium
C01081,Ganesh and Sons,Government,R03,Small
C01082,Date Inc,Fleet,R03,Small
C01083,Brar-Saran,Fleet,R01,Small
C01084,Divan PLC,Contractor,R01,Small
C01085,Nagarajan-Bhavsar,Fleet,R03,Small
C01086,Rama PLC,Government,R03,Small
C01087,Nanda-Majumdar,Government,R05,Small
C01088,"Shanker, Arora and Virk",Contractor,R01,Large
C01089,Chowdhury-Sachdeva,Fleet,R01,Small
C01090,Divan PLC,Fleet,R03,Small
C01091,"Chaudhry, Cherian and Chaudhuri",Contractor,R02,Small
C01092,Wason-Padmanabhan,Rental,R01,Medium
C01093,Lalla-Rajagopal,Contractor,R05,Small
C01094,"Sunder, Solanki and Barad",Fleet,R01,Medium
C01095,Majumdar Group,Contractor,R04,Small
C01096,Ratti Inc,Contractor,R02,Small
C01097,Narula-Khanna,Government,R01,Medium
C01098,Soman LLC,Fleet,R02,Small
C01099,Bahri-Nazareth,Government,R05,Small
C01100,Mukhopadhyay-Mand,Contractor,R03,Small
C01101,Chaudhari-Kari,Rental,R05,Medium
C01102,Mital Ltd,Fleet,R01,Small
C01103,Nagi-Luthra,Contractor,R05,Small
C01104,"Saha, Chakraborty and Guha",Rental,R02,Large
C01105,Kakar-Ray,Fleet,R04,Small
C01106,"Sundaram, Varty and Prakash",Rental,R04,Medium
C01107,Varma and Sons,Contractor,R06,Medium
C01108,Mukhopadhyay Ltd,Fleet,R03,Small
C01109,"Raval, Deshmukh and Viswanathan",Fleet,R01,Small
C01110,"Balakrishnan, Ghose and Hans",Contractor,R01,Small
C01111,Bhardwaj and Sons,Fleet,R05,Medium
C01112,Shan Inc,Contractor,R03,Medium
C01113,Issac-Mahal,Fleet,R05,Medium
C01114,Shetty-Tiwari,Contractor,R02,Large
C01115,Dasgupta-Balasubramanian,Fleet,R02,Medium
C01116,Pradhan Group,Rental,R01,Small
C01117,"Sehgal, Goel and Som",Rental,R06,Small
C01118,"Palla, Padmanabhan and Gade",Rental,R04,Medium
C01119,Chana-Mane,Contractor,R06,Small
C01120,Raju Inc,Fleet,R02,Small
C01121,Kala and Sons,Government,R04,Medium
C01122,"Kar, Jhaveri and Luthra",Fleet,R04,Small
C01123,"Rout, Varghese and Bahri",Fleet,R02,Large
C01124,"Andra, Som and Deo",Fleet,R05,Medium
C01125,"Ghose, Anand and Kapur",Contractor,R06,Small
C01126,Mody-Maharaj,Government,R05,Large
C01127,Puri-Palla,Contractor,R05,Small
C01128,Krishnan-Kamdar,Contractor,R02,Small
C01129,Mittal-Verma,Fleet,R02,Small
C01130,"Ranganathan, Chaudry and Amble",Rental,R06,Small
C01131,"Prasad, Mandal and Misra",Contractor,R01,Small
C01132,"Chokshi, Subramaniam and Bhatt",Contractor,R04,Small
C01133,Malhotra-Nair,Fleet,R04,Small
C01134,Lal-Misra,Government,R04,Small
C01135,Doctor PLC,Contractor,R06,Medium
C01136,Bhandari PLC,Fleet,R02,Medium
C01137,Nagarajan-Dey,Fleet,R02,Small
C01138,"Bal, Tank and Merchant",Contractor,R01,Small
C01139,Sahota-Ravel,Contractor,R03,Small
C01140,Banik-Gupta,Fleet,R02,Small
C01141,Kapadia-Warrior,Rental,R02,Medium
C01142,"Soni, Parmer and Tripathi",Fleet,R05,Medium
C01143,Garde-Golla,Contractor,R06,Small
C01144,Chatterjee-Sinha,Rental,R02,Small
C01145,Kuruvilla Ltd,Contractor,R02,Small
C01146,"Goswami, Nayak and Chakraborty",Contractor,R06,Medium
C01147,Pant and Sons,Contractor,R01,Small
C01148,"Mohanty, Salvi and Narula",Fleet,R01,Large
C01149,Lad-Menon,Rental,R01,Medium
C01150,Dalal-Singhal,Contractor,R04,Small
C01151,Bobal Group,Rental,R01,Medium
C01152,Tella Inc,Fleet,R06,Large
C01153,"Raj, Wagle and Misra",Fleet,R03,Medium
C01154,Bhagat-Dora,Fleet,R03,Small
C01155,Iyer LLC,Contractor,R02,Small
C01156,Shankar-Dhar,Contractor,R03,Medium
C01157,Gole-Buch,Rental,R04,Medium
C01158,Natarajan-Goel,Contractor,R05,Medium
C01159,Bhardwaj-Agrawal,Rental,R05,Medium
C01160,Mahal-Kadakia,Fleet,R04,Medium
C01161,Dutt Group,Rental,R06,Large
C01162,Dayal PLC,Government,R05,Small
C01163,Sanghvi-Raval,Government,R05,Small
C01164,Sood-Rajagopal,Government,R01,Medium
C01165,Barad PLC,Government,R01,Medium
C01166,Prakash Inc,Contractor,R02,Medium
C01167,Wali-Halder,Fleet,R04,Small
C01168,Agrawal Ltd,Fleet,R03,Medium
C01169,"Kothari, Kara and Padmanabhan",Rental,R03,Medium
C01170,Dayal-Chauhan,Contractor,R05,Small
C01171,Thakur-Mohan,Government,R05,Small
C01172,Bhattacharyya Inc,Contractor,R06,Small
C01173,Mannan-Shah,Fleet,R02,Small
C01174,"Venkatesh, Viswanathan and Nazareth",Fleet,R04,Small
C01175,Desai-Oommen,Contractor,R02,Small
C01176,Parmer-Guha,Contractor,R02,Small
C01177,Raval Inc,Fleet,R02,Medium
C01178,Kapur Ltd,Contractor,R02,Medium
C01179,Kakar Ltd,Fleet,R03,Medium
C01180,Thaman and Sons,Contractor,R05,Small
C01181,Peri Ltd,Fleet,R01,Small
C01182,"Barad, Prashad and Kumer",Government,R05,Medium
C01183,"Bava, Bava and Chokshi",Fleet,R03,Small
C01184,"Bahri, Bava and D’Alia",Contractor,R02,Large
C01185,Sawhney-Rai,Fleet,R03,Medium
C01186,Krishnan Group,Fleet,R02,Small
C01187,"Dua, Jha and Andra",Contractor,R04,Large
C01188,Salvi-Chaudhuri,Contractor,R03,Small
C01189,"Venkatesh, Madan and Devan",Contractor,R01,Small
C01190,Cheema-Vaidya,Fleet,R01,Medium
C01191,"Dalal, Mandal and Comar",Contractor,R03,Small
C01192,Tank and Sons,Rental,R06,Large
C01193,"Iyengar, Lall and Virk",Government,R02,Small
C01194,Parmar Ltd,Fleet,R05,Small
C01195,Merchant-Dyal,Contractor,R04,Medium
C01196,Taneja and Sons,Fleet,R06,Medium
C01197,"Srivastava, Narayanan and Keer",Fleet,R05,Small
C01198,Arya Ltd,Rental,R04,Small
C01199,Choudhry PLC,Fleet,R04,Medium
C01200,"Tak, Dixit and Chana",Contractor,R05,Small
C01201,"Borde, Chaudhuri and Kunda",Contractor,R03,Medium
C01202,"Kashyap, Shan and Minhas",Contractor,R02,Medium
C01203,Shetty-Bedi,Contractor,R01,Medium
C01204,Ghosh Inc,Fleet,R05,Medium
C01205,Parsa-Munshi,Fleet,R05,Small
C01206,D’Alia-Chandran,Contractor,R01,Medium
C01207,Andra and Sons,Fleet,R04,Medium
C01208,"Garde, Narasimhan and Parmar",Contractor,R03,Small
C01209,Loyal-Chander,Fleet,R01,Large
C01210,Oommen-Goswami,Fleet,R06,Small
C01211,Rattan Group,Contractor,R02,Small
C01212,Magar-Rajan,Fleet,R01,Small
C01213,"Sridhar, Sama and Ganesan",Contractor,R04,Large
C01214,Deo Ltd,Contractor,R05,Small
C01215,"Bhargava, Dutta and Chawla",Government,R01,Medium
C01216,Subramanian-Sarma,Fleet,R04,Medium
C01217,Raghavan LLC,Fleet,R03,Small
C01218,"Balakrishnan, De and Subramanian",Fleet,R01,Small
C01219,Chowdhury-Sabharwal,Contractor,R01,Medium
C01220,Batra-Bhatnagar,Contractor,R04,Small
C01221,Murthy-Arora,Fleet,R02,Medium
C01222,"Vohra, Kapur and Nigam",Rental,R06,Small
C01223,"Virk, Chandran and Sant",Fleet,R05,Small
C01224,"Kothari, Subramaniam and Pal",Contractor,R06,Medium
C01225,"Rajan, Dixit and Bhagat",Contractor,R02,Small
C01226,Dugar PLC,Rental,R06,Small
C01227,Tandon-Gandhi,Contractor,R03,Small
C01228,Swamy LLC,Government,R02,Small
C01229,Narayanan LLC,Fleet,R01,Small
C01230,Tripathi and Sons,Government,R01,Medium
C01231,"Radhakrishnan, Rau and Keer",Fleet,R04,Small
C01232,Sharaf Group,Rental,R03,Small
C01233,"Sem, Chakrabarti and Tara",Contractor,R02,Medium
C01234,Mutti-Dani,Government,R04,Small
C01235,Badami-Chauhan,Contractor,R02,Small
C01236,Sachar-Banik,Contractor,R04,Large
C01237,"Acharya, Chand and Modi",Contractor,R02,Medium
C01238,"Jhaveri, Shan and Om",Contractor,R05,Medium
C01239,Bhagat-Kapoor,Fleet,R05,Medium
C01240,Narula-Solanki,Fleet,R03,Small
C01241,"Patla, Sethi and Comar",Fleet,R02,Medium
C01242,Kapadia Inc,Fleet,R02,Small
C01243,Pant-Manne,Rental,R05,Small
C01244,"Vig, Prakash and Cherian",Fleet,R02,Small
C01245,Gala Group,Rental,R02,Small
C01246,Rout Inc,Fleet,R01,Small
C01247,Hayre-Guha,Fleet,R03,Large
C01248,Ramaswamy and Sons,Government,R03,Small
C01249,Halder-Nigam,Contractor,R05,Small
C01250,Sachdeva Inc,Contractor,R02,Small
C01251,"Dasgupta, Seshadri and Shankar",Contractor,R03,Small
C01252,"Thaman, Desai and Tara",Contractor,R05,Medium
C01253,Wali Ltd,Fleet,R05,Small
C01254,Sant PLC,Rental,R03,Small
C01255,Trivedi-Goel,Rental,R03,Small
C01256,"Ghose, Dave and Chawla",Contractor,R02,Medium
C01257,Nagy-Thaman,Fleet,R06,Small
C01258,Sahota-Kothari,Contractor,R01,Small
C01259,Rao-Oza,Fleet,R06,Small
C01260,Sethi-Deol,Fleet,R04,Small
C01261,Sachar PLC,Fleet,R03,Small
C01262,"Vala, Mistry and Murthy",Contractor,R01,Medium
C01263,"Kalla, Iyer and Kadakia",Rental,R03,Medium
C01264,"Mannan, Pai and Deo",Contractor,R03,Medium
C01265,"Gokhale, Thakur and Naidu",Contractor,R01,Small
C01266,"D’Alia, Pandey and Srinivasan",Contractor,R04,Small
C01267,"Sahni, Walla and Mangal",Fleet,R06,Small
C01268,Arya-Virk,Contractor,R04,Large
C01269,Bakshi Group,Rental,R04,Medium
C01270,Bera Ltd,Fleet,R01,Medium
C01271,Iyengar LLC,Rental,R03,Small
C01272,Mangat Ltd,Contractor,R01,Small
C01273,Dhingra-Bhatia,Contractor,R04,Small
C01274,"Merchant, Jani and Bali",Contractor,R06,Medium
C01275,Sethi-Chaudry,Contractor,R04,Large
C01276,"Kapur, Ramachandran and Khanna",Rental,R01,Large
C01277,"Mani, Batta and Raj",Rental,R02,Small
C01278,Saha-Munshi,Contractor,R03,Small
C01279,"Bhagat, Arya and Krishnamurthy",Fleet,R03,Large
C01280,Savant and Sons,Contractor,R05,Medium
C01281,"Pillai, Hegde and Hari",Rental,R05,Small
C01282,Sen-Goel,Fleet,R04,Small
C01283,"Borde, Grover and Ghose",Contractor,R02,Small
C01284,"Varkey, Dar and Purohit",Contractor,R02,Small
C01285,Sangha LLC,Contractor,R01,Small
C01286,"Lalla, De and Dyal",Fleet,R02,Medium
C01287,"Kumer, Ahluwalia and Narayanan",Contractor,R03,Small
C01288,Dubey-Baral,Rental,R04,Small
C01289,Naidu PLC,Fleet,R04,Small
C01290,Mitra Group,Fleet,R01,Medium
C01291,"Parmar, Bora and Nadkarni",Rental,R03,Medium
C01292,"Kannan, Gour and Verma",Fleet,R02,Small
C01293,Tiwari and Sons,Rental,R01,Large
C01294,Yadav-Raval,Contractor,R05,Large
C01295,Palla and Sons,Fleet,R01,Small
C01296,Narula LLC,Rental,R03,Small
C01297,Memon-Kamdar,Contractor,R01,Medium
C01298,"Wali, Soman and Andra",Contractor,R05,Medium
C01299,Pal Group,Contractor,R03,Large
C01300,Kohli Inc,Contractor,R02,Medium
C01301,"Nagi, Raj and Comar",Fleet,R03,Medium
C01302,Kunda-Zachariah,Contractor,R05,Small
C01303,"Mandal, Bakshi and Varughese",Rental,R06,Small
C01304,Varkey-Trivedi,Fleet,R02,Small
C01305,Sur-Bassi,Contractor,R05,Small
C01306,Hans-Nagi,Fleet,R06,Medium
C01307,"Butala, Char and Ganesh",Government,R06,Medium
C01308,"Walla, Amble and Bhatti",Fleet,R04,Medium
C01309,Kala Ltd,Rental,R04,Small
C01310,Chawla-Jha,Contractor,R03,Medium
C01311,"Saran, Bora and Dube",Fleet,R05,Small
C01312,Sharaf Ltd,Fleet,R03,Small
C01313,Barad-Chahal,Fleet,R04,Medium
C01314,Bhagat and Sons,Contractor,R03,Medium
C01315,Bobal-Kari,Fleet,R05,Large
C01316,Reddy-Rama,Government,R05,Small
C01317,Ravel-Sant,Contractor,R01,Small
C01318,Badal-Ramachandran,Fleet,R05,Small
C01319,"Dani, Warrior and Ahuja",Contractor,R03,Small
C01320,"Bhatnagar, Bath and Bora",Contractor,R05,Medium
C01321,Thakkar-Cherian,Fleet,R03,Medium
C01322,Mitra-Chadha,Fleet,R02,Medium
C01323,Sarma-Raj,Fleet,R06,Small
C01324,Balasubramanian-Som,Contractor,R02,Medium
C01325,Walla and Sons,Contractor,R05,Small
C01326,Raman PLC,Contractor,R03,Medium
C01327,Dhawan-Misra,Government,R03,Small
C01328,"Prakash, Apte and Dhaliwal",Government,R02,Small
C01329,Barman Inc,Contractor,R04,Small
C01330,"Ramesh, Yogi and Chada",Rental,R02,Large
C01331,Kade-Padmanabhan,Fleet,R01,Small
C01332,Sachar Ltd,Fleet,R02,Small
C01333,"Dhar, Dyal and Gour",Fleet,R01,Medium
C01334,Krishnan and Sons,Fleet,R06,Small
C01335,Golla Ltd,Contractor,R06,Small
C01336,"Bhagat, Shenoy and Bora",Rental,R03,Small
C01337,Bhavsar-Krishna,Fleet,R05,Small
C01338,Hora Ltd,Fleet,R02,Large
C01339,"Sur, Narayanan and Parikh",Contractor,R04,Medium
C01340,Keer Inc,Rental,R05,Small
C01341,Boase-Hari,Fleet,R06,Large
C01342,Sunder-Seshadri,Contractor,R03,Small
C01343,Mohan-Dua,Fleet,R05,Small
C01344,"Patla, Mutti and Sangha",Fleet,R02,Small
C01345,Agrawal LLC,Rental,R06,Small
C01346,Kant Ltd,Rental,R01,Small
C01347,"Sarin, Malhotra and Parsa",Fleet,R04,Large
C01348,Narula Group,Rental,R04,Medium
C01349,Sehgal-Parmer,Contractor,R04,Small
C01350,Sur-Chopra,Rental,R01,Medium
C01351,Bumb LLC,Contractor,R06,Medium
C01352,Yohannan and Sons,Contractor,R02,Large
C01353,Bose-Borra,Contractor,R04,Medium
C01354,Tripathi Ltd,Contractor,R02,Small
C01355,Ravel PLC,Fleet,R02,Medium
C01356,Bansal PLC,Fleet,R03,Medium
C01357,Zacharia-Sodhi,Fleet,R03,Medium
C01358,"Dixit, Pau and Ramanathan",Contractor,R01,Small
C01359,Mannan and Sons,Fleet,R01,Small
C01360,Thaker-Uppal,Contractor,R03,Small
C01361,Ranganathan LLC,Rental,R05,Small
C01362,"Anne, Khare and Gandhi",Fleet,R05,Small
C01363,"Dey, Sehgal and Dutta",Contractor,R01,Medium
C01364,Dhingra Ltd,Contractor,R03,Small
C01365,"Sule, Parmer and Baria",Rental,R01,Medium
C01366,Sura and Sons,Fleet,R01,Small
C01367,Lalla LLC,Contractor,R04,Large
C01368,Basak Ltd,Government,R04,Small
C01369,Vasa LLC,Rental,R01,Small
C01370,Singh-Sha,Contractor,R02,Medium
C01371,Baral Ltd,Contractor,R01,Medium
C01372,Chauhan-Verma,Contractor,R05,Large
C01373,"Mahal, Lall and Ghosh",Rental,R06,Small
C01374,Radhakrishnan-Pau,Contractor,R01,Small
C01375,"Brahmbhatt, Varughese and Krishnamurthy",Fleet,R02,Large
C01376,Kapoor-Varty,Rental,R05,Small
C01377,Pandit-Pai,Contractor,R06,Medium
C01378,Subramaniam-Ahuja,Contractor,R03,Small
C01379,"Dewan, Sarraf and Gandhi",Fleet,R01,Small
C01380,Bose PLC,Contractor,R01,Small
C01381,"Mand, Kakar and Doctor",Contractor,R04,Small
C01382,Dugar LLC,Contractor,R03,Medium
C01383,"Dani, Karpe and Sachdeva",Fleet,R01,Large
C01384,Comar-Subramaniam,Contractor,R04,Small
C01385,"Srinivas, Srinivas and Kade",Rental,R01,Medium
C01386,"Edwin, Roy and Bains",Fleet,R05,Small
C01387,Bassi and Sons,Rental,R02,Small
C01388,"Dyal, Desai and Vala",Contractor,R01,Small
C01389,Din Inc,Rental,R04,Large
C01390,Kuruvilla and Sons,Government,R03,Medium
C01391,"Ravi, Bahl and Mander",Contractor,R06,Medium
C01392,Kalita Group,Contractor,R03,Medium
C01393,"Sinha, Subramaniam and Garde",Rental,R02,Medium
C01394,Roy PLC,Contractor,R04,Large
C01395,Gopal PLC,Fleet,R02,Medium
C01396,"Vaidya, Lalla and Ganesh",Contractor,R06,Large
C01397,"Oommen, Setty and Biswas",Government,R02,Small
C01398,Radhakrishnan Group,Government,R03,Small
C01399,Chopra Inc,Government,R01,Small
C01400,Virk PLC,Contractor,R03,Small
C01401,"Saini, Doctor and Char",Government,R05,Medium
C01402,Soni PLC,Fleet,R05,Small
C01403,"Barad, Wali and Thakur",Contractor,R02,Medium
C01404,Chander Group,Fleet,R02,Small
C01405,"De, Zacharia and Agarwal",Fleet,R05,Small
C01406,"Sankar, Vig and Salvi",Contractor,R06,Small
C01407,Bassi-Wagle,Contractor,R01,Large
C01408,Karnik-Subramaniam,Contractor,R03,Small
C01409,Palla-Chaudhari,Contractor,R02,Small
C01410,Desai-Kumar,Contractor,R05,Medium
C01411,Kaul-Chacko,Fleet,R01,Medium
C01412,Rege-Kurian,Contractor,R02,Small
C01413,Ahluwalia Ltd,Fleet,R05,Small
C01414,"Amble, Virk and Dalal",Fleet,R01,Small
C01415,"Amble, Prashad and Jha",Contractor,R03,Large
C01416,"Mutti, Rege and Pathak",Contractor,R03,Small
C01417,Dubey Group,Contractor,R02,Small
C01418,"Kulkarni, Lal and Wason",Contractor,R03,Small
C01419,Pau-Majumdar,Contractor,R03,Small
C01420,"Ranganathan, Jani and Sachdev",Rental,R01,Medium
C01421,"Subramanian, Gola and Prabhakar",Contractor,R04,Small
C01422,"Sule, Kulkarni and Mohanty",Contractor,R05,Small
C01423,"Padmanabhan, Rao and Devi",Fleet,R05,Small
C01424,"Dani, Karpe and Sekhon",Fleet,R01,Small
C01425,"Edwin, Chaudhry and Kala",Contractor,R01,Small
C01426,"Rattan, Nigam and Ben",Contractor,R02,Medium
C01427,Ramachandran Ltd,Contractor,R02,Medium
C01428,Chand and Sons,Contractor,R03,Large
C01429,Saran-Chakrabarti,Contractor,R04,Medium
C01430,Lall and Sons,Government,R01,Medium
C01431,Buch-Barad,Government,R01,Small
C01432,"Rajagopalan, Rattan and Verma",Contractor,R03,Medium
C01433,Bhandari-Gill,Rental,R04,Medium
C01434,"Talwar, Sarna and Anne",Fleet,R02,Medium
C01435,Vasa LLC,Fleet,R04,Small
C01436,Bandi PLC,Fleet,R02,Small
C01437,"Varty, Kata and Gara",Contractor,R05,Medium
C01438,"Banik, Parsa and Khare",Rental,R05,Medium
C01439,"Acharya, Dugar and Chadha",Fleet,R02,Large
C01440,Ratta-Pandit,Rental,R02,Small
C01441,"Rana, Ravi and Iyer",Fleet,R03,Small
C01442,"Aurora, Biswas and Chana",Rental,R02,Small
C01443,"Mane, Pall and Palan",Contractor,R04,Medium
C01444,Kara-Hayer,Fleet,R05,Small
C01445,Raval-Agrawal,Contractor,R04,Small
C01446,Gill-Ray,Fleet,R05,Large
C01447,"Chhabra, Bora and Thakur",Fleet,R03,Small
C01448,Oak-Dada,Fleet,R01,Medium
C01449,"Kurian, Yogi and Krishna",Government,R05,Small
C01450,"Savant, Purohit and Sule",Contractor,R02,Medium
C01451,Nori Group,Fleet,R04,Medium
C01452,"Sharma, Bala and Subramaniam",Contractor,R02,Large
C01453,Kuruvilla Inc,Contractor,R01,Large
C01454,Kannan-Karpe,Fleet,R06,Small
C01455,Sachar-Pandit,Contractor,R01,Small
C01456,"Wason, Andra and Lall",Fleet,R06,Small
C01457,Mani Inc,Fleet,R06,Medium
C01458,Oommen-Borra,Contractor,R05,Medium
C01459,"Gokhale, Soni and Murthy",Fleet,R04,Small
C01460,Kamdar-Luthra,Contractor,R04,Medium
C01461,Gupta Group,Contractor,R05,Small
C01462,"Iyengar, Keer and Khurana",Fleet,R02,Medium
C01463,Jhaveri-Karnik,Contractor,R03,Large
C01464,Krish PLC,Fleet,R04,Small
C01465,Dugal-Chhabra,Rental,R03,Small
C01466,Brar Ltd,Contractor,R03,Small
C01467,"Tailor, Ahuja and Basak",Government,R02,Medium
C01468,Prabhu-Murty,Contractor,R04,Small
C01469,Maharaj-Swaminathan,Fleet,R05,Small
C01470,Vaidya LLC,Contractor,R02,Small
C01471,Kapadia-Dave,Rental,R06,Small
C01472,Vora Group,Contractor,R04,Small
C01473,Zachariah-Bali,Government,R05,Medium
C01474,"Palan, Ramesh and Ghosh",Rental,R03,Small
C01475,Dara-Vasa,Fleet,R05,Medium
C01476,Mutti-Anand,Fleet,R01,Medium
C01477,Kade Group,Contractor,R05,Small
C01478,"Chaudhuri, Nanda and Pathak",Contractor,R01,Small
C01479,"Lad, Grover and Lall",Government,R05,Medium
C01480,Luthra Group,Rental,R06,Large
C01481,"Oza, Pau and Gour",Contractor,R02,Small
C01482,Samra-Kade,Fleet,R02,Small
C01483,Pradhan-Patla,Government,R05,Small
C01484,Mammen-Seshadri,Fleet,R02,Medium
C01485,Deep PLC,Government,R05,Small
C01486,"Karnik, Chaudhry and Madan",Contractor,R01,Small
C01487,Sankaran Group,Contractor,R01,Medium
C01488,Dhingra Ltd,Fleet,R06,Medium
C01489,Solanki Inc,Contractor,R04,Small
C01490,Sama Group,Contractor,R05,Small
C01491,Varughese PLC,Contractor,R02,Medium
C01492,"Mutti, Sur and Mital",Fleet,R04,Small
C01493,Batta-Rao,Contractor,R04,Small
C01494,Gade Inc,Rental,R04,Medium
C01495,Kumar Group,Fleet,R04,Small
C01496,"Char, Sengupta and Natt",Fleet,R04,Medium
C01497,Patel-Parsa,Fleet,R03,Large
C01498,"Kurian, Padmanabhan and Bahri",Contractor,R02,Small
C01499,Dara-Panchal,Contractor,R05,Small
C01500,"Issac, Yohannan and Ghosh",Contractor,R02,Medium
C01501,Pant-Nair,Fleet,R04,Medium
C01502,"Uppal, Sura and Sekhon",Contractor,R02,Large
C01503,Raj PLC,Contractor,R04,Medium
C01504,Sheth-Dhillon,Contractor,R05,Small
C01505,Nazareth Group,Rental,R02,Medium
C01506,"Ravel, Bora and Buch",Fleet,R01,Small
C01507,Oza and Sons,Contractor,R01,Small
C01508,Nadig-Manne,Contractor,R04,Small
C01509,"Loke, Rana and Madan",Contractor,R05,Small
C01510,Patil-Verma,Contractor,R01,Medium
C01511,Sachdev-Ganesh,Contractor,R05,Small
C01512,Bajaj and Sons,Rental,R02,Small
C01513,"Keer, Krishnamurthy and Buch",Fleet,R03,Small
C01514,Ganesan Group,Fleet,R06,Medium
C01515,Chandran Inc,Contractor,R02,Medium
C01516,Bhagat-Bal,Contractor,R03,Small
C01517,Viswanathan-Chacko,Fleet,R01,Small
C01518,Lala PLC,Fleet,R01,Small
C01519,Chad Ltd,Fleet,R02,Large
C01520,More-Karnik,Rental,R01,Medium
C01521,Mander Group,Fleet,R04,Small
C01522,"Date, Deep and Vyas",Fleet,R03,Medium
C01523,Balakrishnan Inc,Fleet,R03,Small
C01524,"Parikh, Nanda and Soni",Contractor,R01,Medium
C01525,Zachariah-Magar,Fleet,R02,Small
C01526,"Saxena, Deshmukh and Zacharia",Contractor,R04,Small
C01527,Shan Ltd,Fleet,R06,Small
C01528,"Saran, Viswanathan and Walla",Government,R01,Small
C01529,Palan-Subramaniam,Fleet,R05,Large
C01530,"Karan, Chakraborty and Sathe",Contractor,R04,Small
C01531,Pau-Sachar,Rental,R04,Medium
C01532,Dugal-Mitter,Contractor,R03,Medium
C01533,Acharya PLC,Contractor,R01,Small
C01534,Padmanabhan LLC,Fleet,R01,Small
C01535,Warrior-Anand,Fleet,R04,Small
C01536,"Swamy, Sood and Mistry",Contractor,R02,Medium
C01537,Sani LLC,Rental,R06,Small
C01538,"Kashyap, Amble and Prakash",Contractor,R03,Small
C01539,Sabharwal PLC,Contractor,R01,Small
C01540,Rana-Krish,Contractor,R04,Medium
C01541,Ramakrishnan Group,Contractor,R02,Small
C01542,Lall Inc,Fleet,R03,Small
C01543,Khatri-Varughese,Contractor,R04,Small
C01544,"Magar, Mane and Wali",Rental,R06,Small
C01545,Sachar-Guha,Fleet,R05,Medium
C01546,Gopal and Sons,Contractor,R04,Small
C01547,Choudhry-Shah,Fleet,R04,Medium
C01548,"Sethi, Magar and Swamy",Contractor,R06,Medium
C01549,Nagi Inc,Fleet,R02,Medium
C01550,Bawa PLC,Contractor,R01,Medium
C01551,Grewal Inc,Government,R02,Small
C01552,Luthra-Dass,Fleet,R02,Small
C01553,"Sarma, Anand and Kaul",Contractor,R04,Medium
C01554,Dora Inc,Government,R04,Small
C01555,Kalla-Oommen,Rental,R04,Medium
C01556,Muni-Tara,Fleet,R01,Small
C01557,Sheth-Balay,Contractor,R05,Large
C01558,Buch-Dhingra,Fleet,R02,Medium
C01559,Lata Group,Rental,R04,Small
C01560,Singhal and Sons,Rental,R03,Small
C01561,Krishna Group,Contractor,R02,Medium
C01562,Dara Ltd,Government,R01,Medium
C01563,Rajan Group,Contractor,R01,Small
C01564,Bandi and Sons,Contractor,R05,Medium
C01565,Chandra-Verma,Fleet,R06,Small
C01566,"Joshi, Solanki and Ramachandran",Government,R04,Small
C01567,"Muni, Naidu and Dutt",Fleet,R01,Medium
C01568,"Basak, Verma and Das",Government,R03,Medium
C01569,Srivastava-Misra,Government,R05,Medium
C01570,Patel Inc,Contractor,R05,Medium
C01571,"Kamdar, Chowdhury and Keer",Fleet,R01,Small
C01572,"Saraf, Nair and Aurora",Fleet,R01,Medium
C01573,Majumdar PLC,Fleet,R04,Small
C01574,Randhawa and Sons,Contractor,R02,Small
C01575,Basak PLC,Fleet,R02,Small
C01576,"Soman, Dubey and Prabhu",Rental,R01,Small
C01577,Kothari and Sons,Contractor,R03,Small
C01578,Chand-Nigam,Fleet,R05,Small
C01579,"Bhasin, Bhasin and Parekh",Contractor,R06,Small
C01580,"Dube, Yadav and Chhabra",Contractor,R04,Small
C01581,Sura and Sons,Contractor,R03,Medium
C01582,Palan-Sarna,Contractor,R01,Small
C01583,"Hans, Bail and Purohit",Rental,R03,Small
C01584,Desai-Krishna,Contractor,R02,Medium
C01585,Sundaram Ltd,Rental,R04,Medium
C01586,Menon-Suri,Rental,R03,Medium
C01587,Grover PLC,Fleet,R02,Small
C01588,Naik-Sidhu,Rental,R01,Medium
C01589,Dyal-Biswas,Fleet,R02,Small
C01590,"Dubey, Sengupta and Merchant",Government,R01,Small
C01591,Peri-Setty,Contractor,R01,Small
C01592,Toor Group,Rental,R06,Medium
C01593,"Goyal, Bahl and Patla",Rental,R03,Small
C01594,"Khare, Nagi and Bhatnagar",Government,R03,Small
C01595,"Yohannan, Ram and Gupta",Government,R05,Small
C01596,"Tank, Dube and Mandal",Fleet,R06,Medium
C01597,Rout-Nagy,Fleet,R04,Medium
C01598,Char PLC,Contractor,R05,Small
C01599,"Bhavsar, Bassi and Dayal",Fleet,R02,Medium
