service_job_id,machine_id,service_date,dealer_id,model_id,job_type,failure_code,downtime_days,labor_hours,service_cost_labor_inr,is_warranty,resolution_status
SJ0005226,MC00830,2024-09-26,D033,M05,Inspection,,0,1.8,2700,0,Fixed
SJ0005227,MC01077,2024-09-26,D019,M03,Preventive,,0,2.7,4050,0,Fixed
SJ0005228,MC01077,2024-09-26,D019,M03,Inspection,,0,1.6,2400,0,Fixed
SJ0005229,MC01304,2024-09-26,D006,M02,Breakdown,F010,4,3.8,5320,1,Fixed
SJ0005230,MC01318,2024-09-26,D023,M01,Breakdown,F009,3,4.3,5590,1,Fixed
SJ0005231,MC00062,2024-09-27,D008,M06,Breakdown,F009,3,5.5,7700,1,Fixed
SJ0005232,MC00115,2024-09-27,D012,M05,Preventive,,0,2.3,2990,1,Fixed
SJ0005233,MC00162,2024-09-27,D016,M05,Breakdown,F009,2,2.3,2990,1,Fixed
SJ0005234,MC00288,2024-09-27,D024,M03,Breakdown,F010,2,3.1,4340,1,Fixed
SJ0005235,MC00649,2024-09-27,D007,M02,Preventive,,0,4.2,5880,1,Fixed
SJ0005236,MC00649,2024-09-27,D007,M02,Inspection,,0,2.8,3920,1,Fixed
SJ0005237,MC00688,2024-09-27,D012,M06,Breakdown,F010,5,5.0,6500,1,Fixed
SJ0005238,MC00791,2024-09-27,D014,M01,Breakdown,F008,6,4.9,6370,1,Fixed
SJ0005239,MC00900,2024-09-27,D028,M02,Preventive,,0,3.4,4420,1,Fixed
SJ0005240,MC00919,2024-09-27,D033,M05,Breakdown,F008,4,5.9,8850,1,Fixed
SJ0005241,MC01024,2024-09-27,D005,M03,Breakdown,F003,1,2.0,2800,1,Fixed
SJ0005242,MC01250,2024-09-27,D009,M05,Breakdown,F010,2,3.0,4200,1,Fixed
SJ0005243,MC00016,2024-09-28,D003,M01,Breakdown,F006,2,3.4,5100,1,Fixed
SJ0005244,MC00031,2024-09-28,D029,M05,Breakdown,F003,2,1.0,1500,1,Fixed
SJ0005245,MC00164,2024-09-28,D034,M06,Breakdown,F003,1,5.4,7020,1,Repeat
SJ0005246,MC00166,2024-09-28,D006,M01,Breakdown,F009,2,3.0,4200,1,Fixed
SJ0005247,MC00314,2024-09-28,D012,M02,Preventive,,0,3.6,4680,0,Fixed
SJ0005248,MC00314,2024-09-28,D012,M02,Inspection,,0,1.2,1560,0,Fixed
SJ0005249,MC00616,2024-09-28,D019,M01,Breakdown,F010,3,2.3,3450,1,Fixed
SJ0005250,MC00640,2024-09-28,D001,M06,Breakdown,F003,1,4.5,6750,1,Fixed
SJ0005251,MC00695,2024-09-28,D038,M03,Preventive,,0,2.3,3450,0,Fixed
SJ0005252,MC01142,2024-09-28,D028,M03,Breakdown,F010,1,1.5,1950,1,Fixed
SJ0005253,MC01160,2024-09-28,D009,M01,Breakdown,F009,2,4.8,6720,1,Fixed
SJ0005254,MC00034,2024-09-29,D021,M06,Breakdown,F001,5,6.5,9100,1,Fixed
SJ0005255,MC00065,2024-09-29,D029,M05,Breakdown,F003,1,1.6,2400,1,Fixed
SJ0005256,MC00070,2024-09-29,D004,M01,Preventive,,1,3.4,4420,1,Fixed
SJ0005257,MC00320,2024-09-29,D028,M05,Preventive,,1,3.7,4810,1,Fixed
SJ0005258,MC00615,2024-09-29,D011,M03,Breakdown,F008,7,1.9,2470,1,Fixed
SJ0005259,MC00687,2024-09-29,D033,M03,Breakdown,F003,1,3.6,5400,1,Fixed
SJ0005260,MC00823,2024-09-29,D037,M05,Breakdown,F009,1,2.3,2990,1,Repeat
SJ0005261,MC00881,2024-09-29,D016,M05,Preventive,,1,1.3,1690,1,Fixed
SJ0005262,MC00891,2024-09-29,D033,M01,Breakdown,F009,3,1.3,1950,1,Fixed
SJ0005263,MC00914,2024-09-29,D010,M05,Breakdown,F010,1,3.2,4800,1,Fixed
SJ0005264,MC00917,2024-09-29,D023,M01,Preventive,,0,4.0,5200,1,Fixed
SJ0005265,MC00981,2024-09-29,D013,M01,Breakdown,F010,1,4.2,5460,1,Fixed
SJ0005266,MC00995,2024-09-29,D031,M03,Breakdown,F006,5,2.0,2600,1,Fixed
SJ0005267,MC01007,2024-09-29,D023,M06,Breakdown,F001,2,7.3,9490,1,Repeat
SJ0005268,MC01073,2024-09-29,D029,M03,Breakdown,F006,5,6.0,9000,1,Fixed
SJ0005269,MC01091,2024-09-29,D022,M03,Preventive,,1,2.6,3640,1,Fixed
SJ0005270,MC01096,2024-09-29,D028,M02,Preventive,,0,3.7,4810,1,Fixed
SJ0005271,MC01096,2024-09-29,D028,M02,Inspection,,0,1.1,1430,1,Fixed
SJ0005272,MC01320,2024-09-29,D029,M05,Preventive,,0,2.4,3600,0,Fixed
SJ0005273,MC01372,2024-09-29,D013,M02,Breakdown,F009,2,3.1,4030,1,Fixed
SJ0005274,MC00192,2024-09-30,D035,M01,Breakdown,F010,1,5.2,7280,1,Fixed
SJ0005275,MC00247,2024-09-30,D035,M01,Breakdown,F009,1,5.1,7140,1,Fixed
SJ0005276,MC00288,2024-09-30,D024,M03,Breakdown,F008,5,6.0,8400,1,Fixed
SJ0005277,MC00373,2024-09-30,D008,M01,Breakdown,F009,1,3.7,5180,1,Repeat
SJ0005278,MC00420,2024-09-30,D035,M02,Breakdown,F010,1,4.2,5880,1,Fixed
SJ0005279,MC00514,2024-09-30,D038,M03,Breakdown,F001,4,10.0,15000,1,Fixed
SJ0005280,MC00541,2024-09-30,D016,M04,Breakdown,F009,3,1.2,1560,1,Fixed
SJ0005281,MC00591,2024-09-30,D002,M05,Breakdown,F009,1,3.8,5320,1,Fixed
SJ0005282,MC00851,2024-09-30,D005,M01,Breakdown,F003,1,1.2,1680,1,Repeat
SJ0005283,MC00941,2024-09-30,D037,M05,Breakdown,F001,1,5.8,7540,1,Fixed
SJ0005284,MC01065,2024-09-30,D009,M03,Breakdown,F003,1,6.1,8540,1,Fixed
SJ0005285,MC01113,2024-09-30,D023,M03,Preventive,,0,5.5,7150,0,Fixed
SJ0005286,MC01113,2024-09-30,D023,M03,Inspection,,0,1.4,1820,0,Fixed
SJ0005287,MC01210,2024-09-30,D038,M03,Breakdown,F010,1,4.1,6150,1,Fixed
SJ0005288,MC01463,2024-09-30,D030,M03,Preventive,,1,3.7,4810,1,Fixed
SJ0005289,MC01463,2024-09-30,D030,M03,Inspection,,0,0.5,650,1,Fixed
SJ0005290,MC00125,2024-10-01,D001,M05,Breakdown,F009,1,1.5,2250,1,Fixed
SJ0005291,MC00137,2024-10-01,D025,M01,Breakdown,F010,1,2.8,3920,1,Fixed
SJ0005292,MC00165,2024-10-01,D013,M06,Breakdown,F010,3,2.5,3250,1,Fixed
SJ0005293,MC00188,2024-10-01,D029,M05,Breakdown,F009,2,1.5,2250,0,Fixed
SJ0005294,MC00687,2024-10-01,D033,M03,Preventive,,1,3.6,5400,1,Fixed
SJ0005295,MC00708,2024-10-01,D002,M06,Breakdown,F006,3,10.8,15120,1,Fixed
SJ0005296,MC01015,2024-10-01,D022,M01,Preventive,,0,3.1,4340,1,Fixed
SJ0005297,MC01129,2024-10-01,D020,M03,Breakdown,F001,5,5.7,7980,1,Fixed
SJ0005298,MC01308,2024-10-01,D016,M01,Breakdown,F008,6,10.0,13000,1,Fixed
SJ0005299,MC01447,2024-10-01,D038,M03,Preventive,,0,4.2,6300,1,Fixed
SJ0005300,MC00185,2024-10-02,D038,M01,Breakdown,F006,4,5.9,8850,1,Fixed
SJ0005301,MC00261,2024-10-02,D004,M03,Breakdown,F001,4,7.6,9880,1,Fixed
SJ0005302,MC00275,2024-10-02,D014,M02,Breakdown,F009,1,2.5,3250,1,Fixed
SJ0005303,MC00296,2024-10-02,D005,M01,Preventive,,1,3.2,4480,1,Fixed
SJ0005304,MC00351,2024-10-02,D005,M02,Breakdown,F006,7,8.3,11620,1,Fixed
SJ0005305,MC00468,2024-10-02,D033,M04,Breakdown,F003,3,2.3,3450,1,Repeat
SJ0005306,MC00488,2024-10-02,D036,M01,Breakdown,F003,1,2.8,3920,1,Fixed
SJ0005307,MC00621,2024-10-02,D025,M06,Breakdown,F008,6,6.2,8680,1,Fixed
SJ0005308,MC00760,2024-10-02,D004,M01,Preventive,,0,1.4,1820,0,Fixed
SJ0005309,MC00785,2024-10-02,D012,M03,Breakdown,F003,1,3.8,4940,1,Fixed
SJ0005310,MC00863,2024-10-02,D011,M02,Breakdown,F001,2,8.2,10660,1,Fixed
SJ0005311,MC00985,2024-10-02,D009,M04,Preventive,,0,4.1,5740,1,Fixed
SJ0005312,MC00999,2024-10-02,D038,M03,Breakdown,F009,2,2.4,3600,1,Fixed
SJ0005313,MC01007,2024-10-02,D023,M06,Breakdown,F009,3,3.1,4030,1,Fixed
SJ0005314,MC01008,2024-10-02,D036,M05,Breakdown,F009,1,3.0,4200,1,Fixed
SJ0005315,MC01016,2024-10-02,D027,M06,Preventive,,1,4.4,6600,1,Fixed
SJ0005316,MC01028,2024-10-02,D003,M02,Preventive,,0,3.9,5850,1,Fixed
SJ0005317,MC01028,2024-10-02,D003,M02,Inspection,,0,0.5,750,1,Fixed
SJ0005318,MC01038,2024-10-02,D040,M05,Breakdown,F009,4,3.4,5100,1,Fixed
SJ0005319,MC01056,2024-10-02,D011,M01,Breakdown,F003,1,3.3,4290,1,Repeat
SJ0005320,MC01203,2024-10-02,D013,M06,Preventive,,1,1.3,1690,1,Fixed
SJ0005321,MC01203,2024-10-02,D013,M06,Inspection,,0,2.8,3640,1,Fixed
SJ0005322,MC01338,2024-10-02,D029,M04,Breakdown,F009,4,1.0,1500,1,Fixed
SJ0005323,MC01372,2024-10-02,D013,M02,Breakdown,F003,2,1.0,1300,1,Repeat
SJ0005324,MC00040,2024-10-03,D026,M01,Preventive,,1,4.2,5880,1,Fixed
SJ0005325,MC00303,2024-10-03,D028,M01,Preventive,,1,1.4,1820,0,Fixed
SJ0005326,MC00380,2024-10-03,D040,M06,Preventive,,0,4.5,6750,0,Fixed
SJ0005327,MC00380,2024-10-03,D040,M06,Inspection,,0,2.1,3150,0,Fixed
SJ0005328,MC00487,2024-10-03,D038,M02,Preventive,,0,3.5,5250,1,Fixed
SJ0005329,MC00507,2024-10-03,D029,M05,Breakdown,F008,4,7.0,10500,1,Fixed
SJ0005330,MC00519,2024-10-03,D036,M03,Breakdown,F003,2,2.2,3080,1,Fixed
SJ0005331,MC00596,2024-10-03,D013,M02,Preventive,,0,3.8,4940,1,Fixed
SJ0005332,MC00649,2024-10-03,D007,M02,Preventive,,0,3.3,4620,1,Fixed
SJ0005333,MC00788,2024-10-03,D012,M05,Breakdown,F001,5,5.4,7020,1,Fixed
SJ0005334,MC00826,2024-10-03,D010,M04,Breakdown,F008,5,7.8,11700,1,Fixed
SJ0005335,MC00826,2024-10-03,D010,M04,Preventive,,1,2.3,3450,1,Fixed
SJ0005336,MC00972,2024-10-03,D008,M04,Breakdown,F006,4,7.3,10220,1,Fixed
SJ0005337,MC01096,2024-10-03,D028,M02,Breakdown,F009,3,4.3,5590,1,Fixed
SJ0005338,MC01372,2024-10-03,D013,M02,Breakdown,F003,1,2.6,3380,1,Repeat
SJ0005339,MC00080,2024-10-04,D039,M03,Breakdown,F010,1,4.6,6440,1,Fixed
SJ0005340,MC00140,2024-10-04,D002,M02,Breakdown,F008,7,4.9,6860,1,Fixed
SJ0005341,MC00166,2024-10-04,D006,M01,Preventive,,1,2.3,3220,1,Fixed
SJ0005342,MC00216,2024-10-04,D040,M06,Preventive,,0,1.0,1500,0,Fixed
SJ0005343,MC00216,2024-10-04,D040,M06,Inspection,,0,0.9,1350,0,Fixed
SJ0005344,MC00238,2024-10-04,D021,M02,Breakdown,F001,4,8.1,11340,1,Repeat
SJ0005345,MC00343,2024-10-04,D031,M01,Breakdown,F008,6,5.9,7670,1,Fixed
SJ0005346,MC00416,2024-10-04,D011,M05,Breakdown,F009,1,5.2,6760,1,Fixed
SJ0005347,MC00541,2024-10-04,D016,M04,Preventive,,0,4.5,5850,1,Fixed
SJ0005348,MC00541,2024-10-04,D016,M04,Inspection,,0,0.5,650,1,Fixed
SJ0005349,MC00826,2024-10-04,D010,M04,Breakdown,F009,3,2.1,3150,1,Fixed
SJ0005350,MC00858,2024-10-04,D014,M02,Preventive,,0,1.6,2080,1,Fixed
SJ0005351,MC00858,2024-10-04,D014,M02,Inspection,,0,1.0,1300,1,Fixed
SJ0005352,MC00866,2024-10-04,D024,M01,Preventive,,0,2.5,3500,1,Fixed
SJ0005353,MC00866,2024-10-04,D024,M01,Inspection,,0,2.0,2800,1,Fixed
SJ0005354,MC01063,2024-10-04,D004,M01,Preventive,,0,1.0,1300,1,Fixed
SJ0005355,MC01063,2024-10-04,D004,M01,Inspection,,0,2.6,3380,1,Fixed
SJ0005356,MC01163,2024-10-04,D022,M03,Breakdown,F001,1,9.1,12740,1,Fixed
SJ0005357,MC01312,2024-10-04,D039,M03,Breakdown,F003,1,2.2,3080,1,Fixed
SJ0005358,MC01316,2024-10-04,D037,M03,Breakdown,F009,2,2.8,3640,1,Fixed
SJ0005359,MC00235,2024-10-05,D003,M06,Breakdown,F009,1,3.7,5550,1,Fixed
SJ0005360,MC00445,2024-10-05,D015,M01,Breakdown,F003,1,5.0,7000,1,Fixed
SJ0005361,MC00459,2024-10-05,D016,M02,Preventive,,1,4.9,6370,1,Fixed
SJ0005362,MC00459,2024-10-05,D016,M02,Inspection,,0,1.6,2080,1,Fixed
SJ0005363,MC00815,2024-10-05,D022,M03,Preventive,,1,3.8,5320,1,Fixed
SJ0005364,MC00815,2024-10-05,D022,M03,Inspection,,0,2.3,3220,1,Fixed
SJ0005365,MC01032,2024-10-05,D018,M02,Preventive,,0,2.3,3450,1,Fixed
SJ0005366,MC01032,2024-10-05,D018,M02,Inspection,,0,2.0,3000,1,Fixed
SJ0005367,MC01284,2024-10-05,D025,M01,Preventive,,0,5.5,7700,0,Fixed
SJ0005368,MC01404,2024-10-05,D006,M03,Preventive,,0,2.7,3780,0,Fixed
SJ0005369,MC00228,2024-10-06,D027,M03,Breakdown,F008,4,7.2,10800,1,Fixed
SJ0005370,MC00643,2024-10-06,D026,M01,Breakdown,F009,3,3.5,4900,1,Fixed
SJ0005371,MC00812,2024-10-06,D016,M05,Breakdown,F008,5,4.1,5330,1,Fixed
SJ0005372,MC00838,2024-10-06,D019,M02,Preventive,,0,2.6,3900,0,Fixed
SJ0005373,MC00879,2024-10-06,D007,M02,Breakdown,F006,3,7.0,9800,1,Fixed
SJ0005374,MC00917,2024-10-06,D023,M01,Preventive,,0,4.4,5720,1,Fixed
SJ0005375,MC01099,2024-10-06,D014,M04,Breakdown,F008,6,9.1,11830,1,Fixed
SJ0005376,MC01351,2024-10-06,D011,M01,Breakdown,F003,1,3.8,4940,1,Fixed
SJ0005377,MC00212,2024-10-07,D020,M01,Breakdown,F008,4,6.2,8680,1,Fixed
SJ0005378,MC00267,2024-10-07,D005,M05,Preventive,,0,2.2,3080,1,Fixed
SJ0005379,MC00267,2024-10-07,D005,M05,Inspection,,0,0.8,1120,1,Fixed
SJ0005380,MC00504,2024-10-07,D039,M01,Breakdown,F008,5,7.8,10920,1,Fixed
SJ0005381,MC00585,2024-10-07,D034,M05,Preventive,,0,2.9,3770,1,Fixed
SJ0005382,MC00711,2024-10-07,D019,M03,Breakdown,F008,5,4.0,6000,1,Fixed
SJ0005383,MC00713,2024-10-07,D033,M02,Preventive,,0,3.9,5850,1,Fixed
SJ0005384,MC00713,2024-10-07,D033,M02,Inspection,,0,0.5,750,1,Fixed
SJ0005385,MC00791,2024-10-07,D014,M01,Breakdown,F001,3,7.4,9620,1,Fixed
SJ0005386,MC00877,2024-10-07,D020,M01,Breakdown,F001,3,7.7,10780,1,Fixed
SJ0005387,MC00914,2024-10-07,D010,M05,Breakdown,F010,1,1.0,1500,1,Fixed
SJ0005388,MC01009,2024-10-07,D017,M06,Breakdown,F001,4,6.0,9000,1,Fixed
SJ0005389,MC01071,2024-10-07,D010,M03,Preventive,,0,3.6,5400,0,Fixed
SJ0005390,MC01125,2024-10-07,D017,M04,Preventive,,0,2.7,4050,1,Fixed
SJ0005391,MC01335,2024-10-07,D036,M02,Preventive,,0,3.6,5040,1,Fixed
SJ0005392,MC01396,2024-10-07,D039,M01,Breakdown,F006,3,7.4,10360,1,Fixed
SJ0005393,MC01496,2024-10-07,D040,M02,Breakdown,F003,1,2.0,3000,1,Fixed
SJ0005394,MC00112,2024-10-08,D021,M04,Preventive,,0,4.2,5880,1,Fixed
SJ0005395,MC00260,2024-10-08,D034,M04,Breakdown,F001,4,8.9,11570,1,Fixed
SJ0005396,MC00701,2024-10-08,D034,M03,Preventive,,0,1.0,1300,1,Fixed
SJ0005397,MC00701,2024-10-08,D034,M03,Inspection,,0,0.6,780,1,Fixed
SJ0005398,MC00726,2024-10-08,D031,M02,Breakdown,F006,6,4.4,5720,1,Fixed
SJ0005399,MC00741,2024-10-08,D037,M05,Preventive,,1,2.8,3640,1,Fixed
SJ0005400,MC00741,2024-10-08,D037,M05,Inspection,,0,1.1,1430,1,Fixed
SJ0005401,MC00760,2024-10-08,D004,M01,Preventive,,0,4.0,5200,0,Fixed
SJ0005402,MC00785,2024-10-08,D012,M03,Breakdown,F001,4,3.9,5070,1,Fixed
SJ0005403,MC00993,2024-10-08,D031,M06,Breakdown,F010,1,1.7,2210,1,Fixed
SJ0005404,MC00995,2024-10-08,D031,M03,Breakdown,F009,2,2.0,2600,1,Fixed
SJ0005405,MC01042,2024-10-08,D032,M01,Preventive,,0,1.9,2850,1,Fixed
SJ0005406,MC01058,2024-10-08,D006,M02,Breakdown,F006,5,4.6,6440,1,Fixed
SJ0005407,MC01197,2024-10-08,D029,M06,Breakdown,F009,1,3.2,4800,1,Fixed
SJ0005408,MC01346,2024-10-08,D027,M01,Breakdown,F009,2,1.9,2850,1,Repeat
SJ0005409,MC00334,2024-10-09,D022,M06,Breakdown,F003,1,2.9,4060,1,Repeat
SJ0005410,MC00377,2024-10-09,D027,M04,Preventive,,0,1.0,1500,1,Fixed
SJ0005411,MC00419,2024-10-09,D040,M01,Preventive,,0,1.2,1800,0,Fixed
SJ0005412,MC00507,2024-10-09,D029,M05,Breakdown,F003,1,4.0,6000,1,Fixed
SJ0005413,MC00553,2024-10-09,D002,M01,Preventive,,1,1.5,2100,1,Fixed
SJ0005414,MC00767,2024-10-09,D028,M06,Breakdown,F009,5,2.5,3250,1,Fixed
SJ0005415,MC00808,2024-10-09,D019,M04,Breakdown,F010,1,3.7,5550,0,Fixed
SJ0005416,MC00879,2024-10-09,D007,M02,Breakdown,F009,1,2.5,3500,1,Fixed
SJ0005417,MC00894,2024-10-09,D002,M01,Breakdown,F009,2,3.4,4760,1,Fixed
SJ0005418,MC00985,2024-10-09,D009,M04,Breakdown,F003,1,1.5,2100,1,Fixed
SJ0005419,MC01064,2024-10-09,D026,M05,Breakdown,F006,6,7.5,10500,1,Repeat
SJ0005420,MC01148,2024-10-09,D040,M01,Breakdown,F010,2,3.6,5400,1,Fixed
SJ0005421,MC01163,2024-10-09,D022,M03,Breakdown,F010,3,3.1,4340,1,Fixed
SJ0005422,MC01203,2024-10-09,D013,M06,Breakdown,F010,1,1.4,1820,1,Repeat
SJ0005423,MC01246,2024-10-09,D010,M02,Breakdown,F006,5,8.2,12300,1,Fixed
SJ0005424,MC01345,2024-10-09,D005,M02,Breakdown,F003,1,3.3,4620,1,Fixed
SJ0005425,MC01490,2024-10-09,D019,M02,Breakdown,F009,2,4.8,7200,1,Fixed
SJ0005426,MC00017,2024-10-10,D029,M01,Breakdown,F010,1,2.7,4050,1,Fixed
SJ0005427,MC00110,2024-10-10,D013,M04,Breakdown,F010,3,2.5,3250,1,Fixed
SJ0005428,MC00331,2024-10-10,D016,M05,Breakdown,F009,4,3.8,4940,1,Fixed
SJ0005429,MC00440,2024-10-10,D018,M03,Breakdown,F010,1,2.1,3150,1,Fixed
SJ0005430,MC00464,2024-10-10,D005,M02,Preventive,,0,2.6,3640,1,Fixed
SJ0005431,MC00473,2024-10-10,D033,M04,Breakdown,F001,3,4.1,6150,1,Fixed
SJ0005432,MC00680,2024-10-10,D031,M06,Breakdown,F009,1,4.8,6240,1,Fixed
SJ0005433,MC00832,2024-10-10,D036,M02,Breakdown,F010,4,3.4,4760,1,Fixed
SJ0005434,MC01198,2024-10-10,D016,M01,Preventive,,0,1.0,1300,1,Fixed
SJ0005435,MC01198,2024-10-10,D016,M01,Inspection,,0,1.0,1300,1,Fixed
SJ0005436,MC01215,2024-10-10,D008,M01,Breakdown,F010,1,2.6,3640,1,Fixed
SJ0005437,MC01372,2024-10-10,D013,M02,Breakdown,F009,3,4.2,5460,1,Fixed
SJ0005438,MC00055,2024-10-11,D007,M01,Breakdown,F003,1,6.2,8680,1,Repeat
SJ0005439,MC00098,2024-10-11,D030,M01,Breakdown,F009,4,2.2,2860,1,Fixed
SJ0005440,MC00396,2024-10-11,D024,M04,Breakdown,F003,2,4.1,5740,1,Fixed
SJ0005441,MC00561,2024-10-11,D025,M06,Breakdown,F010,2,3.2,4480,1,Fixed
SJ0005442,MC00563,2024-10-11,D021,M01,Breakdown,F003,3,1.9,2660,1,Repeat
SJ0005443,MC00591,2024-10-11,D002,M05,Breakdown,F001,3,3.5,4900,1,Fixed
SJ0005444,MC00600,2024-10-11,D022,M04,Breakdown,F003,1,2.4,3360,1,Fixed
SJ0005445,MC00713,2024-10-11,D033,M02,Preventive,,0,2.7,4050,1,Fixed
SJ0005446,MC00713,2024-10-11,D033,M02,Inspection,,0,2.3,3450,1,Fixed
SJ0005447,MC00794,2024-10-11,D032,M03,Breakdown,F003,1,1.5,2250,1,Fixed
SJ0005448,MC00804,2024-10-11,D033,M01,Breakdown,F009,2,1.0,1500,1,Fixed
SJ0005449,MC00876,2024-10-11,D011,M02,Breakdown,F006,5,4.9,6370,1,Fixed
SJ0005450,MC01178,2024-10-11,D002,M01,Preventive,,0,3.4,4760,0,Fixed
SJ0005451,MC01178,2024-10-11,D002,M01,Inspection,,0,1.6,2240,0,Fixed
SJ0005452,MC01212,2024-10-11,D027,M03,Breakdown,F010,1,3.4,5100,1,Fixed
SJ0005453,MC00233,2024-10-12,D034,M03,Preventive,,0,3.0,3900,0,Fixed
SJ0005454,MC00455,2024-10-12,D007,M01,Breakdown,F006,6,4.8,6720,1,Fixed
SJ0005455,MC00464,2024-10-12,D005,M02,Breakdown,F001,2,6.0,8400,1,Repeat
SJ0005456,MC00870,2024-10-12,D030,M01,Breakdown,F009,2,4.2,5460,1,Fixed
SJ0005457,MC00912,2024-10-12,D036,M04,Preventive,,0,1.9,2660,0,Fixed
SJ0005458,MC00917,2024-10-12,D023,M01,Preventive,,1,1.9,2470,1,Fixed
SJ0005459,MC00977,2024-10-12,D004,M05,Breakdown,F003,2,3.3,4290,1,Fixed
SJ0005460,MC01200,2024-10-12,D016,M06,Breakdown,F003,2,3.1,4030,1,Fixed
SJ0005461,MC01253,2024-10-12,D006,M04,Breakdown,F010,1,1.3,1820,1,Fixed
SJ0005462,MC01329,2024-10-12,D014,M01,Preventive,,0,1.9,2470,1,Fixed
SJ0005463,MC00020,2024-10-13,D028,M01,Breakdown,F003,1,5.5,7150,1,Fixed
SJ0005464,MC00186,2024-10-13,D012,M06,Breakdown,F001,3,4.3,5590,1,Fixed
SJ0005465,MC00341,2024-10-13,D004,M04,Breakdown,F003,1,4.0,5200,1,Fixed
SJ0005466,MC00433,2024-10-13,D016,M01,Breakdown,F009,3,3.9,5070,1,Fixed
SJ0005467,MC00556,2024-10-13,D034,M03,Preventive,,0,3.1,4030,1,Fixed
SJ0005468,MC00581,2024-10-13,D001,M03,Preventive,,0,2.4,3600,1,Fixed
SJ0005469,MC00661,2024-10-13,D012,M06,Preventive,,0,3.7,4810,1,Fixed
SJ0005470,MC00661,2024-10-13,D012,M06,Inspection,,0,1.6,2080,1,Fixed
SJ0005471,MC00934,2024-10-13,D040,M01,Breakdown,F009,1,3.5,5250,1,Fixed
SJ0005472,MC01299,2024-10-13,D005,M02,Breakdown,F009,1,4.3,6020,1,Fixed
SJ0005473,MC01350,2024-10-13,D024,M04,Preventive,,1,2.6,3640,0,Fixed
SJ0005474,MC01350,2024-10-13,D024,M04,Inspection,,0,2.2,3080,0,Fixed
SJ0005475,MC01488,2024-10-13,D023,M02,Breakdown,F003,1,5.9,7670,1,Fixed
SJ0005476,MC00121,2024-10-14,D034,M01,Breakdown,F001,5,7.2,9360,1,Fixed
SJ0005477,MC00308,2024-10-14,D033,M03,Breakdown,F003,1,5.6,8400,1,Fixed
SJ0005478,MC00318,2024-10-14,D038,M01,Breakdown,F010,1,3.9,5850,1,Fixed
SJ0005479,MC00474,2024-10-14,D033,M01,Breakdown,F003,2,6.0,9000,1,Fixed
SJ0005480,MC00606,2024-10-14,D039,M03,Preventive,,0,2.7,3780,1,Fixed
SJ0005481,MC00606,2024-10-14,D039,M03,Inspection,,0,3.3,4620,1,Fixed
SJ0005482,MC00799,2024-10-14,D003,M02,Breakdown,F009,1,4.1,6150,1,Fixed
SJ0005483,MC00894,2024-10-14,D002,M01,Breakdown,F001,3,5.7,7980,1,Fixed
SJ0005484,MC00922,2024-10-14,D010,M04,Breakdown,F003,2,2.2,3300,1,Fixed
SJ0005485,MC01197,2024-10-14,D029,M06,Breakdown,F003,1,2.0,3000,1,Fixed
SJ0005486,MC01413,2024-10-14,D021,M02,Breakdown,F003,2,3.2,4480,1,Fixed
SJ0005487,MC01497,2024-10-14,D031,M03,Breakdown,F003,3,3.6,4680,1,Fixed
SJ0005488,MC00011,2024-10-15,D005,M01,Breakdown,F003,2,1.1,1540,1,Fixed
SJ0005489,MC00079,2024-10-15,D008,M01,Breakdown,F003,1,4.4,6160,1,Fixed
SJ0005490,MC00112,2024-10-15,D021,M04,Breakdown,F010,1,5.0,7000,1,Fixed
SJ0005491,MC00144,2024-10-15,D017,M04,Preventive,,0,2.4,3600,1,Fixed
SJ0005492,MC00252,2024-10-15,D035,M01,Breakdown,F010,2,3.1,4340,1,Fixed
SJ0005493,MC00335,2024-10-15,D006,M04,Breakdown,F009,1,2.0,2800,1,Fixed
SJ0005494,MC00797,2024-10-15,D007,M04,Breakdown,F010,1,1.5,2100,1,Fixed
SJ0005495,MC01029,2024-10-15,D024,M03,Preventive,,2,2.6,3640,0,Fixed
SJ0005496,MC01170,2024-10-15,D026,M03,Breakdown,F006,6,7.7,10780,1,Fixed
SJ0005497,MC01261,2024-10-15,D008,M02,Breakdown,F006,3,7.7,10780,1,Fixed
SJ0005498,MC01392,2024-10-15,D013,M04,Breakdown,F003,3,1.0,1300,1,Fixed
SJ0005499,MC01435,2024-10-15,D007,M01,Breakdown,F003,1,4.8,6720,1,Fixed
SJ0005500,MC00044,2024-10-16,D031,M01,Preventive,,1,3.0,3900,0,Fixed
SJ0005501,MC00137,2024-10-16,D025,M01,Breakdown,F010,2,3.7,5180,1,Repeat
SJ0005502,MC00177,2024-10-16,D027,M05,Preventive,,0,4.5,6750,1,Fixed
SJ0005503,MC00459,2024-10-16,D016,M02,Breakdown,F003,1,3.1,4030,1,Fixed
SJ0005504,MC00582,2024-10-16,D018,M03,Breakdown,F003,2,1.6,2400,1,Fixed
SJ0005505,MC00784,2024-10-16,D023,M01,Preventive,,0,4.6,5980,1,Fixed
SJ0005506,MC00794,2024-10-16,D032,M03,Breakdown,F003,1,3.2,4800,1,Fixed
SJ0005507,MC00814,2024-10-16,D023,M04,Breakdown,F008,6,8.6,11180,1,Fixed
SJ0005508,MC00836,2024-10-16,D023,M02,Preventive,,0,3.8,4940,1,Fixed
SJ0005509,MC00928,2024-10-16,D035,M05,Preventive,,0,1.9,2660,1,Fixed
SJ0005510,MC00987,2024-10-16,D035,M01,Preventive,,0,5.7,7980,0,Fixed
